,loss,mae,mse,rmse
0,4.892565216261327,4.8925652503967285,153.628662109375,10.47646713256836
1,4.149877478623893,4.149878025054932,135.3851776123047,9.408127784729004
2,3.896455125988654,3.896454334259033,127.95986938476562,8.822525978088379
3,3.7488885489473334,3.7488901615142822,124.49492645263672,8.721972465515137
4,3.642529978868567,3.6425299644470215,120.54197692871094,8.443171501159668
5,3.5459215517313973,3.5459208488464355,117.74818420410156,8.413860321044922
6,3.4644956164037217,3.4644956588745117,115.16177368164062,8.461418151855469
7,3.3971194085746705,3.3971197605133057,113.34061431884766,8.218257904052734
8,3.336791128350151,3.3367908000946045,111.84369659423828,8.031375885009766
9,3.278731777189045,3.2787318229675293,110.08809661865234,8.072942733764648
10,3.2312610799014636,3.2312614917755127,108.82474517822266,7.89700984954834
11,3.1822401328833068,3.182238817214966,107.48766326904297,7.793332576751709
12,3.1427084312719455,3.1427083015441895,106.25257873535156,7.7608771324157715
13,3.1070486667021266,3.107048749923706,104.97744750976562,7.796820640563965
14,3.070320826457952,3.070321559906006,104.58772277832031,7.626618385314941
15,3.0373766792733448,3.037376642227173,103.1793441772461,7.5173234939575195
16,3.0065381089669883,3.006537437438965,102.30401611328125,7.69468355178833
17,2.988361828533579,2.9883618354797363,101.16838836669922,7.380398273468018
18,2.957798896235446,2.9577996730804443,100.64205932617188,7.671082973480225
19,2.9345389504014587,2.934539318084717,99.83296966552734,7.513604164123535
20,2.9116168638048374,2.9116170406341553,99.50687408447266,7.56124210357666
21,2.8890623494602337,2.8890628814697266,99.00116729736328,7.452589988708496
22,2.8717758185194016,2.8717758655548096,97.99009704589844,7.275217533111572
23,2.8507227408766878,2.850721597671509,97.49624633789062,7.3829874992370605
24,2.8272929537574143,2.8272926807403564,97.05257415771484,7.3563151359558105
25,2.809419428402523,2.8094189167022705,96.56124877929688,7.39886474609375
26,2.793275112515681,2.7932748794555664,95.98470306396484,7.268647193908691
27,2.7751486892837796,2.7751481533050537,95.32449340820312,7.131297588348389
28,2.756653857945602,2.7566537857055664,95.1336898803711,7.247164726257324
29,2.740223589668528,2.7402241230010986,94.63116455078125,7.287426948547363
