,2014/15,2015/16,2016/17,2017/18
MAE,2.001912576756836,2.4897953885190915,1.5798803117993747,3.8578744258138333
RMSE,2.9359474773350343,3.5284548898845705,1.9405762802350643,6.497574249036241
R,0.9139661424518435,0.899223897496632,0.9324652608429145,0.9572727214017841
Lag,-1.0,11.0,-13.0,15.0
