,2014/15,2014/16,2014/17,2014/18
MAE,2.1631336582365517,3.4469696697945795,2.6261885581656492,3.5817975582102393
RMSE,3.257616824046387,5.684474265974269,3.9271708084294423,6.1224931052099665
R,0.9326451122593804,0.8616411338573968,0.9156933400909569,0.9714179447473547
