,2014/15_0,2015/16_0,2016/17_0,2017/18_0,2014/15_1,2015/16_1,2016/17_1,2017/18_1,2014/15_2,2015/16_2,2016/17_2,2017/18_2,2014/15_3,2015/16_3,2016/17_3,2017/18_3
MAE,1.7264344728834222,2.4942597432774782,1.5549487427569284,3.5044774974776054,1.8130051539741476,2.49981567807112,1.6505756108881673,3.6013875004494778,1.7958850529358887,2.4307555106029475,1.4623410136477946,3.6566979462894182,1.829189411065961,2.457906931578842,1.5062875296829223,3.641101304042236
RMSE,2.6571432943175073,3.793909747699416,1.9112145448449274,6.35552013986393,2.6373072162454303,3.8052670662911496,2.017001990178882,6.5571852662174885,2.6461645640564746,3.5667284151809118,1.835657923462603,6.655989379091754,2.6502451712548467,3.6854026530942723,1.8622155392585125,6.475383298043638
R,0.9384746793016268,0.8994124282072697,0.9498013353100871,0.9763043880608862,0.9320834001265725,0.9081722831724406,0.9442497623697118,0.9704396979861146,0.9296338636971464,0.910510323137767,0.9394905727365187,0.9721918309354955,0.9302222202599671,0.9075332377754052,0.9400570480824009,0.969396109406322
