,2014/15,2015/16,2016/17,2017/18
MAE,2.2015640480718766,2.6121105803018088,1.423023745535887,3.8615626660905225
RMSE,3.211854299996319,4.136380739693452,1.7998633261801624,7.123707907496568
R,0.8774800900493952,0.8724543296978372,0.942160013266466,0.933521590475779
Lag,-1.0,12.0,-11.0,15.0
