,2014/15,2015/16,2016/17,2017/18
MAE,2.3018388918153114,2.6043723121460713,1.4389742344241188,3.991410949233474
RMSE,3.3321640080970076,4.183233750343568,1.8114898455312567,7.462392410565928
R,0.8895553372872494,0.8868445077419177,0.943076796134116,0.9372792763582476
Lag,-1.0,12.0,-10.0,15.0
