,2014/15_0,2015/16_0,2016/17_0,2017/18_0,2014/15_1,2015/16_1,2016/17_1,2017/18_1,2014/15_2,2015/16_2,2016/17_2,2017/18_2
MAE,1.3533209564470032,2.021625895280767,1.8233740127939375,2.45678859812492,1.4287472568008843,2.011569580706213,1.6143720497408345,2.3687207931188254,1.3818470997490677,2.1095767344500964,1.2490637433845937,2.4480988029330777
RMSE,1.9671064046810032,2.8743427516241864,2.227157240712386,4.2916734354618,2.1305512624361063,2.8585815982051317,2.0193895986209087,3.993172529563402,2.0418622513828333,3.0058480532976644,1.554557388854657,4.265321344824772
R,0.9565270558308626,0.93531218801524,0.9606778081687745,0.9879069360517254,0.9566803525174966,0.9355216314334449,0.9602996504731006,0.987926830168712,0.9582126450269022,0.9347175581925573,0.9543407642690175,0.9879536773217912
