,2014/15_0,2015/16_0,2016/17_0,2017/18_0,2014/15_1,2015/16_1,2016/17_1,2017/18_1,2014/15_2,2015/16_2,2016/17_2,2017/18_2
MAE,2.2077976997067976,2.702893035953959,1.7622842467031186,4.339292900374849,2.1980670368703357,2.6958291727915564,1.7550023412180447,4.368129819443081,2.2161003826526615,2.7226969949585054,1.7005121296440442,4.363192535898263
RMSE,3.387754266445796,4.291470887946041,2.2019677558198527,8.195518748501001,3.2888701326161423,4.171567044754424,2.189549452103813,8.183464750108492,3.4161798624226654,4.403567966487492,2.1215895942564753,8.206448168193782
R,0.9173091287577979,0.8634768441574696,0.9253669597545917,0.9363445609434238,0.9168037656784124,0.8633811909738501,0.923988772916373,0.937210706512425,0.9166767950286948,0.8646137353049603,0.9264142757269203,0.9362538988820658
