,ATTENTION_14_2014/17_0,ATTENTION_14_2014/17_1,ATTENTION_14_2014/17_2,ATTENTION_14_2014/17_3,ATTENTION_14_2014/17_4,ATTENTION_14_2014/17_5,ATTENTION_14_2014/17_6,ATTENTION_14_2014/17_7,ATTENTION_14_2014/17_8,ATTENTION_14_2014/17_9
MAE,2.3704275991580612,2.281307776300129,2.2379276139427997,2.878213192574654,2.1342884363181507,2.5551120424307276,1.9290168697097507,2.367084865840306,1.9620328977833381,6.068436606807438
RMSE,3.254250642725521,2.7987595251853064,2.962255685972481,3.7432924350945664,2.788947063377143,3.8151134396947284,2.7550005396057933,3.4231583565184587,2.4487608427437153,7.87815873799707
R,0.7655424039905179,0.8859323941120563,0.8504160310545946,0.8622553049329151,0.8997990509001292,0.8824164709633302,0.8738183741276019,0.8148549885267805,0.9040867174112036,
