,2014/15,2015/16,2016/17,2017/18
MAE,3.8512708214027587,2.6335128877743346,1.7920943688717885,6.0903344775841814
RMSE,5.370091942614415,4.259485034921569,2.412967988074441,11.622833027876187
R,0.8395548889609298,0.8925060683437751,0.8959686592891574,0.9203624895310564
Lag,6.0,9.0,-18.0,1.0
