,loss,mae,mse,rmse
0,5.218264088624775,5.218264579772949,179.16700744628906,11.138504981994629
1,4.589341185618155,4.589341163635254,165.77938842773438,10.720765113830566
2,4.382008106254115,4.382008075714111,161.0843048095703,10.335116386413574
3,4.2622701004885215,4.262270450592041,157.3442840576172,10.05136489868164
4,4.168584079878165,4.16858434677124,154.3524169921875,10.0135498046875
5,4.095799571659305,4.095800876617432,152.26390075683594,10.00510025024414
6,4.02723690513337,4.027237892150879,150.0428466796875,9.497016906738281
7,3.961199277993476,3.961197853088379,148.6786651611328,9.642576217651367
8,3.916549394773965,3.9165501594543457,147.19020080566406,9.508675575256348
9,3.867427100049387,3.8674252033233643,145.56964111328125,9.819305419921875
10,3.81491327861158,3.8149139881134033,144.25244140625,9.400275230407715
11,3.7695953926385037,3.7695953845977783,143.72055053710938,9.518301963806152
12,3.730511834347012,3.7305116653442383,142.2783966064453,9.387763023376465
13,3.69018352061215,3.6901824474334717,140.95140075683594,9.15324878692627
14,3.6589066108117008,3.6589062213897705,140.10353088378906,9.312174797058105
15,3.6247175544647887,3.6247169971466064,139.29344177246094,9.375550270080566
16,3.594117680251008,3.5941171646118164,138.34780883789062,9.275569915771484
17,3.568287399588245,3.5682871341705322,137.7232208251953,9.092297554016113
18,3.541422609055396,3.5414223670959473,136.88710021972656,8.850472450256348
19,3.519095789309185,3.5190958976745605,136.1832733154297,9.121102333068848
20,3.492721324731218,3.4927217960357666,135.60140991210938,9.019552230834961
21,3.472288798282642,3.472288131713867,134.69496154785156,9.275257110595703
22,3.4485356704433365,3.448535680770874,133.91432189941406,8.880005836486816
23,3.4273215659184033,3.4273219108581543,133.5974578857422,8.764566421508789
24,3.4054306614959593,3.4054298400878906,132.62965393066406,8.768056869506836
25,3.387750625093975,3.3877508640289307,132.42442321777344,8.871330261230469
26,3.3732107966253073,3.3732106685638428,131.84030151367188,8.972013473510742
27,3.3534151165939794,3.35341477394104,131.4296112060547,8.641190528869629
28,3.336999645696418,3.3370001316070557,130.84884643554688,8.592362403869629
29,3.321133942592262,3.321134567260742,130.4159393310547,8.749201774597168
30,3.30811836740168,3.3081188201904297,129.875,8.7166748046875
31,3.291273770577247,3.2912724018096924,129.66354370117188,8.626198768615723
32,3.2785734990888304,3.278573513031006,128.9881134033203,8.767614364624023
33,3.262154429192,3.2621541023254395,128.74853515625,8.698758125305176
34,3.2504114088888216,3.2504122257232666,128.23468017578125,8.758095741271973
35,3.239190334952114,3.239190101623535,127.82433319091797,8.662400245666504
36,3.222973956920133,3.222973108291626,127.53020477294922,8.787101745605469
37,3.2110699601840267,3.2110695838928223,126.97418212890625,8.472075462341309
38,3.1984416041338797,3.198441505432129,126.82918548583984,8.358536720275879
39,3.185850262199298,3.185850143432617,126.64110565185547,8.56495475769043
40,3.1725075511944176,3.1725077629089355,126.31163787841797,8.741162300109863
41,3.162134662196778,3.1621344089508057,125.838134765625,8.837400436401367
42,3.152007288419374,3.1520071029663086,125.50447082519531,8.714897155761719
43,3.1361657063117123,3.1361660957336426,125.1273422241211,8.39946174621582
44,3.131187570345874,3.131188154220581,124.86183166503906,8.545353889465332
45,3.120072972066332,3.1200740337371826,124.2219009399414,8.331071853637695
46,3.106181385714819,3.1061806678771973,124.15665435791016,8.66976547241211
47,3.098410370621351,3.0984103679656982,123.76895904541016,8.550146102905273
48,3.0868580485186956,3.086857557296753,123.37069702148438,8.640811920166016
49,3.0793919102242677,3.0793910026550293,123.2928695678711,8.52221965789795
