,MAE,RMSE,R
2014/15,1.4203107357025146,1.7423218488693237,0.6657537221908569
2015/16,2.231212854385376,2.5202548503875732,0.6374630331993103
2016/17,2.1247644424438477,2.473461866378784,0.5449445843696594
2017/18,3.5429885387420654,3.9950711727142334,0.8121354579925537
