,2014/15,2015/16,2016/17,2017/18
MAE,2.9512770024242014,2.6259942309225006,1.505893299056384,3.5480996358027292
RMSE,4.312736459254031,4.06229063784168,2.0698032495027534,5.878508587725107
R,0.8635258415067593,0.910217731966311,0.9613586919974026,0.9738485755633873
Lag,-8.0,17.0,-17.0,10.0
