,_7_2014/15,_7_2015/16,_7_2016/17,_7_2017/18,_14_2014/15,_14_2015/16,_14_2016/17,_14_2017/18,_21_2014/15,_21_2015/16,_21_2016/17,_21_2017/18
MAE,1.2976716417880292,2.5205965323077226,2.2673914436335925,4.764409355434786,1.9756757837115126,2.427993077224346,2.076614935366819,5.724506648587376,2.274593885892531,2.7869429457326116,2.062685235840917,5.830621524506622
RMSE,2.1048877516412903,4.032705790980125,2.964344722165482,9.022187558618706,3.3904012150116367,3.766743136177314,3.0094273540307084,10.694554269277234,4.474323410336138,4.170182134056816,3.3950047377409587,10.877813572590439
R,0.9477997371200754,0.9464542778501568,0.866453206892242,0.9296905730273739,0.8822398037747418,0.878503984974957,0.8907175879526046,0.8607219351538853,0.7174999338816788,0.7941551226015662,0.8352971712698432,0.8981910898848178
Lag,-8.0,-21.0,-26.0,0.0,19.0,-70.0,-19.0,2.0,29.0,-72.0,-13.0,0.0
