,2014/15_0,2015/16_0,2016/17_0,2017/18_0,2014/15_1,2015/16_1,2016/17_1,2017/18_1,2014/15_2,2015/16_2,2016/17_2,2017/18_2,2014/15_3,2015/16_3,2016/17_3,2017/18_3
MAE,2.7711045519946866,3.1732835381551947,2.3670936606200845,4.970574272813349,2.749086734006326,3.1700171719880137,2.1806832979504316,4.962768455011233,2.7657977228295807,3.18140644477475,2.532801740938652,5.025808258056349,2.747933855004507,3.1870162192142324,2.219042334593538,4.983995846789839
RMSE,3.577659855146536,4.498506044098703,2.624286399000248,8.398168341275106,3.6579271373985485,4.519612337370175,2.449420962004137,8.236635599795664,3.572598448981692,4.5464557129710155,2.812539646893438,8.268110676338576,3.742862520494952,4.494815548611735,2.4780889963452655,8.26667837008632
R,0.8641760428124421,0.8270867507019907,0.913685293898013,0.9054381985356953,0.8660726141991762,0.8295794741036429,0.9151564079587955,0.903548862999656,0.8661552987497396,0.8262545448432448,0.911028617969325,0.9041355598615735,0.8664930164742952,0.8250151797356335,0.9138699448740618,0.9014052840516783
