,2014/15,2014/16,2014/17,2014/18
MAE,1.8708059644785364,4.060933944063707,2.070793933059157,3.8764715799860423
RMSE,2.7370637825341246,4.5986247721409255,2.5040706574256992,5.811344056170616
R,0.9172471822498225,0.8698569617743648,0.8754268506470844,0.9375697922841068
