,2014/15,2015/16,2016/17,2017/18,2014/15_1,2015/16_1,2016/17_1,2017/18_1,2014/15_2,2015/16_2,2016/17_2,2017/18_2
MAE,3.113934772119072,3.8234424166808454,2.0985632509225605,6.161237911318918,3.775783347619969,5.508605271948912,9.00257830959948,10.47296949424451,3.924472861277176,3.9972218307867857,32.16878535663083,8.730295069586994
RMSE,3.8128668630504934,5.501865781863337,2.543873686306942,9.963653013472461,4.373440583090202,6.245748563542374,10.083100051753615,11.474559607399215,4.4247504769628865,5.379411119798836,35.53003986039339,16.123056994980757
R,0.8276004281023854,0.6942827782945616,0.892134225466553,0.789809642425203,0.82034218355897,0.7040430484517819,0.8655515408719268,0.7989690778939169,0.7967204926874275,0.7057241767767071,0.8433216986207824,0.3740745042112815
