<<<<<<< fc1dce5fe4c8895fd5853a74912ca85dd1e4ee3c
<<<<<<< fc1dce5fe4c8895fd5853a74912ca85dd1e4ee3c
=======
>>>>>>> still trying to un-fuck everything
,2014/15_0,2015/16_0,2016/17_0,2017/18_0,2014/15_1,2015/16_1,2016/17_1,2017/18_1,2014/15_2,2015/16_2,2016/17_2,2017/18_2,2014/15_3,2015/16_3,2016/17_3
MAE,1.5979756199165867,2.755371715731505,2.177131049658864,3.5593390517009276,1.7062718186962806,2.3954208604681266,2.4618769938288105,4.36910121357061,1.908860883378475,2.3129480617274214,1.9012290567084627,4.207769179693783,1.6015392484796322,2.488874685152714,1.3723948050258936
RMSE,2.4636704109327283,4.309082765124039,3.541033245912405,6.129936596453474,2.852550822708547,3.8472507059578165,3.7737547597430474,7.951134504388732,3.0136891192235757,3.3861510851998804,2.892165817870862,7.332068419372665,2.6524583301779545,3.628859876498627,2.000185633467978
R,0.9180211010071732,0.788757992062819,0.927225166052675,0.9531780746909351,0.9319540147728901,0.8252046034739833,0.9169601401279441,0.9488483988530655,0.8940246622724265,0.8623017080446086,0.9152971562423708,0.9488706711244986,0.9184186336336171,0.8387495545553627,0.9235204596394385
Lag,-1.0,-35.0,-10.0,11.0,-1.0,-35.0,-21.0,18.0,-1.0,-35.0,-20.0,15.0,-1.0,-35.0,-28.0
<<<<<<< fc1dce5fe4c8895fd5853a74912ca85dd1e4ee3c
=======
,2014/15_0,2015/16_0,2016/17_0,2017/18_0,2014/15_1,2015/16_1,2016/17_1,2017/18_1,2014/15_2,2015/16_2,2016/17_2,2017/18_2
MAE,1.5979756199165867,2.755371715731505,2.177131049658864,3.5593390517009276,1.7062718186962806,2.3954208604681266,2.4618769938288105,4.36910121357061,1.908860883378475,2.3129480617274214,1.9012290567084627,4.207769179693783
RMSE,2.4636704109327283,4.309082765124039,3.541033245912405,6.129936596453474,2.852550822708547,3.8472507059578165,3.7737547597430474,7.951134504388732,3.0136891192235757,3.3861510851998804,2.892165817870862,7.332068419372665
R,0.9180211010071732,0.788757992062819,0.927225166052675,0.9531780746909351,0.9319540147728901,0.8252046034739833,0.9169601401279441,0.9488483988530655,0.8940246622724265,0.8623017080446086,0.9152971562423708,0.9488706711244986
Lag,-1.0,-35.0,-10.0,11.0,-1.0,-35.0,-21.0,18.0,-1.0,-35.0,-20.0,15.0
>>>>>>> changed initiliser to arg
=======
>>>>>>> still trying to un-fuck everything
