,loss,mae,mse
0,159.42322424302327,5.926277160644531,159.42324829101562
1,126.2972236254911,4.505950927734375,126.2972183227539
2,118.3837980523379,4.48894739151001,118.3838119506836
3,113.92645553888059,4.473199367523193,113.92646789550781
4,110.08666754065914,4.40948486328125,110.086669921875
5,107.33452186540474,4.4092230796813965,107.33453369140625
6,104.91233020857268,4.374616622924805,104.9123306274414
7,102.97305006975397,4.342573165893555,102.97305297851562
8,101.031591091134,4.295645713806152,101.03157806396484
9,99.38918390373045,4.307823181152344,99.3891830444336
10,97.87859005339556,4.2321295738220215,97.87859344482422
11,96.42628289633006,4.233795642852783,96.42627716064453
12,95.0858327405813,4.213639736175537,95.0858383178711
13,93.84935649445038,4.1870036125183105,93.84935760498047
14,92.68934251593883,4.155901908874512,92.68934631347656
15,91.60898298111753,4.125478267669678,91.6089859008789
16,90.58600127716241,4.10551643371582,90.58601379394531
17,89.66250557728979,4.0801310539245605,89.66250610351562
18,88.68377949539766,4.055746555328369,88.68377685546875
19,87.80169392710052,4.033638000488281,87.80171203613281
20,86.91085057066111,4.037380218505859,86.91085815429688
21,86.11333941203362,4.030595302581787,86.11334228515625
22,85.28519420249789,4.008587837219238,85.28520202636719
23,84.37493537102054,3.9536116123199463,84.37493133544922
24,83.53800903549106,3.977269411087036,83.53800201416016
25,82.74110025276087,3.912825345993042,82.74109649658203
26,82.04740622673343,3.9434850215911865,82.04740905761719
27,81.48699600589316,3.8812742233276367,81.48700714111328
28,80.74253264782476,3.884650707244873,80.7425308227539
29,80.12335884353831,3.870229959487915,80.12335968017578
30,79.4220175368013,3.84379243850708,79.4220199584961
31,78.77575000160155,3.8451530933380127,78.77574920654297
32,78.19500973359386,3.798414468765259,78.19501495361328
33,77.60069364659927,3.8091137409210205,77.60069274902344
34,76.87512068962968,3.7878847122192383,76.87510681152344
35,76.32388985709748,3.754936456680298,76.32390594482422
36,75.66070551756756,3.7665295600891113,75.66069793701172
37,75.07645269303724,3.71802020072937,75.07644653320312
38,74.58144676622085,3.7089385986328125,74.5814437866211
39,73.99125764664207,3.706299304962158,73.99126434326172
40,73.45741814742038,3.7021796703338623,73.4574203491211
41,72.96827191195548,3.6722757816314697,72.96826934814453
42,72.46513808095331,3.6718952655792236,72.46514892578125
43,71.91110296986369,3.6412718296051025,71.91110229492188
44,71.42743896563573,3.6584277153015137,71.42742919921875
45,71.07878198854651,3.6263539791107178,71.07878112792969
46,70.59439536053966,3.591299057006836,70.59439086914062
47,70.13905801696073,3.609480142593384,70.13905334472656
48,69.58509765765797,3.5724539756774902,69.58509063720703
49,69.14607832929529,3.611569881439209,69.14608001708984
50,68.57968082449977,3.5393121242523193,68.5796890258789
51,68.23338394605027,3.542564868927002,68.23338317871094
52,67.69769146665158,3.563997983932495,67.69767761230469
53,67.40953294760628,3.5114035606384277,67.4095230102539
54,67.0102344306145,3.506276845932007,67.01022338867188
55,66.52992983381365,3.5260684490203857,66.5299301147461
56,66.19553960252385,3.477182149887085,66.1955337524414
57,65.80516947005997,3.4903504848480225,65.80516815185547
58,65.37170670629236,3.4817261695861816,65.37171173095703
59,65.00667562693735,3.4483208656311035,65.00667572021484
60,64.67587746660877,3.4670605659484863,64.67588806152344
61,64.16053122704142,3.471902847290039,64.16053009033203
62,63.98000684559964,3.4275152683258057,63.980003356933594
63,63.43243368868184,3.4148435592651367,63.43243408203125
64,62.99089211856618,3.4100286960601807,62.99088668823242
65,62.792238522345905,3.433155059814453,62.79222869873047
66,62.40754353920344,3.4141783714294434,62.40753936767578
67,61.95427062090705,3.4054982662200928,61.95426940917969
68,61.58142662268334,3.373255968093872,61.58142852783203
69,61.20671521289126,3.387112855911255,61.20671081542969
70,60.922782082211185,3.3566036224365234,60.92277908325195
71,60.45672487833096,3.3672125339508057,60.45672607421875
72,60.157498398619126,3.3417093753814697,60.157508850097656
73,59.76936850630288,3.3539395332336426,59.769371032714844
74,59.43792180784021,3.337679624557495,59.43791961669922
75,59.08290409497324,3.3308112621307373,59.082908630371094
76,58.711708904825144,3.311241626739502,58.711708068847656
77,58.37559840324428,3.3176987171173096,58.37560272216797
78,58.10402468007054,3.314704418182373,58.1040153503418
79,57.651054723755024,3.2947418689727783,57.65105056762695
80,57.46480995715008,3.3000757694244385,57.464805603027344
81,57.125275415422735,3.311020851135254,57.12527847290039
82,56.75999344030466,3.2744686603546143,56.759986877441406
83,56.53918699596717,3.315243721008301,56.5391845703125
84,56.226072254642894,3.2731025218963623,56.226078033447266
85,55.90574934012337,3.268202066421509,55.90574645996094
86,55.63214374353041,3.2699549198150635,55.63214874267578
87,55.274749541145155,3.2547178268432617,55.274749755859375
88,54.98911471691373,3.2632555961608887,54.98911666870117
89,54.762447609730934,3.2530980110168457,54.762451171875
90,54.43272742037129,3.2403793334960938,54.4327278137207
91,54.18531073951941,3.2352237701416016,54.1853141784668
92,53.894557418735246,3.246060848236084,53.89455795288086
93,53.53740966867273,3.216292142868042,53.53741455078125
94,53.28937509750138,3.2269654273986816,53.28936767578125
95,53.05623236175502,3.2236506938934326,53.05623245239258
96,52.79432762524386,3.217719554901123,52.7943229675293
97,52.52746716403631,3.2141921520233154,52.5274658203125
98,52.248148309868235,3.209092378616333,52.24814987182617
99,51.96606264565368,3.198613166809082,51.966060638427734
