,2014/15_0,2015/16_0,2016/17_0,2017/18_0,2014/15_1,2015/16_1,2016/17_1,2017/18_1
MAE,1.504760473251458,1.7513412078663613,1.6863280206820372,3.702485065593856,2.753350064489224,2.39919326427597,1.8857031833043754,4.572283399029785
RMSE,2.343044216039592,2.6356522546218324,2.2106778315614064,5.417239929372009,4.094320445383654,3.7641704721254223,2.629010597176148,8.106768037414778
R,0.9258401888450415,0.9423441408911778,0.9209085513142129,0.9500925460805953,0.9156893563804098,0.9337579204471109,0.8940233536842426,0.9340262185663838
