,2014/15_0,2015/16_0,2016/17_0,2017/18_0,2014/15_1,2015/16_1,2016/17_1,2017/18_1
MAE,4.240144603620958,4.729020827275017,2.8102457752138776,7.876842246729116,1.7264344728834222,2.4942597432774782,1.5549487427569284,3.5044774974776054
RMSE,6.117292457100691,7.419646078397026,3.9108722891964396,13.91054807923943,2.6571432943175073,3.793909747699416,1.9112145448449274,6.35552013986393
R,0.6359510232410877,0.18373538612716067,0.8564971939178428,0.8518726908740967,0.9384746793016268,0.8994124282072697,0.9498013353100871,0.9763043880608862
