,2014/15,2014/16,2014/17,2014/18
MAE,3.0575598629711997,3.4260852655932506,1.7056263654972659,4.227422726628532
RMSE,3.9681331434060154,5.348489985835534,2.2563163527353196,7.685302786100801
R,0.8799923984958947,0.8695528976393895,0.8969389471278061,0.9483298911065247
