,2014/15,2015/16,2016/17,2017/18
MAE,1.1376326500194607,1.4233601887488334,1.2129320318191006,3.046950267311995
RMSE,1.8540399511494314,2.3559257871375694,1.7118306229561122,5.360739024807209
R,0.9659312174826359,0.9482225480862385,0.941230933740367,0.9675728213401256
Lag,0.0,5.0,-22.0,8.0
