,2014/15,2015/16,2016/17,2017/18
MAE,2.06173466560815,2.5108655105532907,1.9153838596860755,3.873694743391217
RMSE,2.9876612426105513,3.8153562101991008,2.219197637202043,6.751432692122599
R,0.9178086086928072,0.9070251721019805,0.940219604230919,0.9587449619038108
