,_7_2014/15,_7_2015/16,_7_2016/17,_7_2017/18,_14_2014/15,_14_2015/16,_14_2016/17,_14_2017/18,_21_2014/15,_21_2015/16,_21_2016/17,_21_2017/18
MAE,1.1003980610810655,1.2890154038692956,1.87001411846128,2.302575781409275,1.669403474859758,1.6881428271575356,2.395516664842587,3.496378086474745,2.1438927103156082,2.3045171885304034,1.774130548963511,5.29758537837403
RMSE,1.86627346670245,1.9984780705855487,2.714114866268942,4.081340621060499,2.8631346027687266,2.637071557272458,3.9394499960077143,5.570585771734997,3.813357983060304,3.4848589581446987,2.6534778524276494,9.502182323852514
R,0.9532583222397405,0.9694923658415362,0.9285902718887982,0.977752337966574,0.9162729244653253,0.9255306338183508,0.8139957728868629,0.9511453132801366,0.8659023825470888,0.8807073004329797,0.8680670132872379,0.9278969270566049
Lag,2.0,2.0,-22.0,8.0,6.0,10.0,4.0,12.0,14.0,16.0,-19.0,12.0
