,2014/15_9,2015/16_9,2016/17_9,2017/18_9
MAE,1.57273668709905,1.95873993124123,1.3825336814637,4.08712552810319
RMSE,2.92743065915914,2.93980567046778,1.92564776648198,6.97217599254115
R,0.886856930630448,0.90380076808727,0.924785353424415,0.950380988844453
