,2014/15,2015/16,2016/17,2017/18
MAE,2.2434192646358415,2.7508169303794787,1.7377725089960994,4.404811006080128
RMSE,3.411182355845547,4.3277343157660715,2.151265905257666,8.314617278118247
R,0.9111911414818752,0.8575650301388669,0.9289314075047463,0.9388283522632419
