,MAE,RMSE,R
2014/15,631.150390625,795.3880004882812,-0.02890590764582157
2015/16,4.135469913482666,4.439932823181152,0.41579169034957886
2016/17,1.7536834478378296,2.002098321914673,0.5356013774871826
2017/18,5.180251598358154,5.603341579437256,0.6600565910339355
