,loss,mae,mse,rmse,val_loss,val_mae,val_mse,val_rmse
0,174.67421189315374,6.93070650100708,174.6741943359375,12.533795356750488,49.02975978851318,5.641574859619141,49.029762268066406,6.555455684661865
1,128.04590394526946,5.5542893409729,128.0458984375,10.862464904785156,21.226894877708123,3.381131649017334,21.22689437866211,4.263679027557373
2,100.84453797616646,4.9005126953125,100.84455108642578,9.721048355102539,13.721560192108154,2.574924945831299,13.72156047821045,3.3974075317382812
3,81.2000892696813,4.218233585357666,81.20008087158203,8.69776439666748,12.617735400265211,2.1995463371276855,12.617734909057617,3.0342636108398438
4,72.98098117050056,3.869819402694702,72.98098754882812,8.034873008728027,15.103713073469189,2.938271999359131,15.103713989257812,3.5612573623657227
5,67.93449984581704,3.643648147583008,67.93449401855469,7.871740341186523,10.137353403274327,2.410747766494751,10.13735294342041,2.9658806324005127
6,60.08103485719983,3.5008585453033447,60.08103561401367,7.354255676269531,15.830152587368064,3.364539384841919,15.830153465270996,3.7947890758514404
7,52.451902603442484,3.271427869796753,52.451908111572266,6.917637825012207,8.28591810448529,2.0207786560058594,8.285918235778809,2.6469829082489014
8,52.64957429083529,3.130286455154419,52.64957046508789,6.797952175140381,18.72325771671452,3.295797348022461,18.72325897216797,3.785027265548706
9,56.690244210937465,3.800987482070923,56.69023513793945,6.939836502075195,19.198581261830785,3.479564666748047,19.198579788208008,4.1037116050720215
10,46.104336605984855,2.9858481884002686,46.104331970214844,6.484980583190918,10.116216176176724,2.202164888381958,10.116216659545898,2.8164145946502686
11,41.555757896485794,2.8929343223571777,41.55575942993164,6.084278106689453,8.671842859869134,1.948470115661621,8.671842575073242,2.6243319511413574
12,46.44657083266328,3.0541837215423584,46.44656753540039,6.568807601928711,7.4590344381659,1.7201018333435059,7.459034442901611,2.4023818969726562
13,43.46776105360661,2.8993892669677734,43.46775436401367,6.24086856842041,11.653956052048565,2.4400486946105957,11.653955459594727,2.986109495162964
14,43.5337028325655,3.025782346725464,43.5337028503418,6.342154026031494,7.064408343458829,1.7682992219924927,7.064408302307129,2.4292080402374268
15,78.92286503128801,3.2996010780334473,78.92286682128906,7.414706230163574,5.792314536440863,1.483437180519104,5.792314529418945,2.176788568496704
16,36.54322790631119,2.6552371978759766,36.5432243347168,5.677125930786133,12.538308585833196,2.5412657260894775,12.538309097290039,3.0766983032226562
17,43.52784288656201,2.9972424507141113,43.52784729003906,6.2646403312683105,6.647710745955167,1.7505427598953247,6.647711277008057,2.3803751468658447
18,35.3779858015046,2.5694329738616943,35.377986907958984,5.703717231750488,61.011254430797,6.490898132324219,61.01125717163086,6.855224132537842
19,39.35384023940233,2.804929494857788,39.35383987426758,5.974737644195557,8.784338171841346,1.9967730045318604,8.784337997436523,2.6272010803222656
20,34.435348021653795,2.459413766860962,34.43535232543945,5.714056015014648,21.02692605175384,3.2757651805877686,21.026926040649414,3.7626426219940186
21,32.18807036252106,2.527402639389038,32.18807601928711,5.392643451690674,7.251229340082978,1.6176316738128662,7.251229286193848,2.3578755855560303
22,29.47628313396079,2.465155601501465,29.476282119750977,5.134928226470947,3.6355058660245922,1.453141212463379,3.6355056762695312,1.8004928827285767
23,23.358937312974138,2.236382007598877,23.35893440246582,4.671457290649414,79.94995870720851,7.36783504486084,79.94995880126953,7.715531826019287
24,28.986902275373712,2.429945707321167,28.98690414428711,4.839462757110596,4.381777663590157,1.413132905960083,4.381777763366699,1.8993579149246216
