,2014/15,2015/16,2016/17,2017/18
MAE,1.9028265689704462,2.549113677815568,3.5480435305073463,4.1307516581213175
RMSE,3.020893782855558,3.7023668872943936,4.909539432314762,7.4643836301285775
R,0.9193088112928948,0.8498295070717612,0.7513994200148322,0.9292251084378157
