,loss,mae,mse,rmse,pearson,val_loss,val_mae,val_mse,val_rmse,val_pearson
0,4.686557847986776,4.686557769775391,200.6999969482422,8.103523254394531,,5.7728119263282185,5.7728118896484375,44.72549057006836,5.8311448097229,0.15409617125988007
1,3.519244274945306,3.5192439556121826,117.16914367675781,6.283367156982422,,1.6930377116570106,1.6930372714996338,6.556182384490967,1.7391468286514282,0.16974708437919617
2,3.025396388013767,3.025395393371582,78.12342071533203,5.391430377960205,,2.0429637248699484,2.042963981628418,8.320378303527832,2.0920934677124023,0.07413680851459503
3,2.7709295389243174,2.770930290222168,68.512939453125,4.925668716430664,,1.871818680029649,1.871819019317627,5.455132007598877,1.9301173686981201,0.0695582702755928
4,2.8703870144981254,2.870386838912964,91.70560455322266,5.270373821258545,,2.0730723358772614,2.0730724334716797,6.98124885559082,2.1257026195526123,0.08730842918157578
5,2.400143259687128,2.400144338607788,51.92799377441406,4.3947224617004395,,6.295764818951324,6.295764446258545,73.29400634765625,6.308496952056885,0.15984152257442474
6,2.333845654552726,2.3338465690612793,47.07992935180664,4.192352771759033,,1.7783441484629452,1.7783442735671997,5.106856346130371,1.8175687789916992,0.11013330519199371
7,1.9590649814442322,1.959065318107605,38.90235900878906,3.4863924980163574,,2.8385208504540578,2.8385205268859863,17.08619499206543,2.889096736907959,0.12483911961317062
8,1.8315635070779157,1.831563949584961,26.051170349121094,3.16327166557312,,1.3749749624467158,1.3749750852584839,4.732616901397705,1.4164702892303467,0.09695138037204742
9,1.7519209704791967,1.7519208192825317,25.628555297851562,3.042771339416504,,1.6395925047633413,1.6395926475524902,5.69923210144043,1.693130373954773,0.12924131751060486
