,2014/15,2015/16,2016/17,2017/18
MAE,1.7467328671207734,2.512098829709791,2.2919722180933024,3.5184015163525557
RMSE,2.5245804160131704,3.6116140834856556,2.8991640437378448,5.975032174229765
R,0.9321644758506558,0.891315612948128,0.9120733197974544,0.9637029146966619
