,2014/15_0,2015/16_0,2016/17_0,2017/18_0,2014/15_1,2015/16_1,2016/17_1,2017/18_1,2014/15_2,2015/16_2,2016/17_2,2017/18_2,2014/15_3,2015/16_3,2016/17_3,2017/18_3
MAE,1.7264344728834222,2.4942597432774782,1.5549487427569284,3.5044774974776054,1.8616312951711702,2.497086950618844,1.4765308355539104,3.6786203120619905,1.8134438261437749,2.4980264315659544,1.4454444869528786,3.636242759225684,1.8134438261437749,2.4980264315659544,1.4454444869528786,3.636242759225684
RMSE,2.6571432943175073,3.793909747699416,1.9112145448449274,6.35552013986393,2.7798785770582706,3.7901309460040147,1.8338626273558782,6.614007178141304,2.7671877869266805,3.750339702339293,1.827760005181591,6.53581659614785,2.7671877869266805,3.750339702339293,1.827760005181591,6.53581659614785
R,0.9384746793016268,0.8994124282072697,0.9498013353100871,0.9763043880608862,0.9293273886996436,0.907342224069243,0.9400502520015414,0.9695186717507691,0.9320927268106425,0.9107600888094147,0.9403205980153603,0.9719456100074892,0.9320927268106425,0.9107600888094147,0.9403205980153603,0.9719456100074892
