,2014/15,2015/16,2016/17,2017/18
MAE,2.4829598166845406,3.1408436358877614,1.9053493698577393,4.216104938811643
RMSE,3.4148958919519012,5.03894160653673,2.2397326974106435,7.66488115881848
R,0.8343405357098127,0.7871159703815687,0.926445535187491,0.9050276448286316
Lag,-1.0,25.0,-13.0,16.0
