,ATTENTION_14_2014/17_0,ATTENTION_14_2014/17_1,ATTENTION_14_2014/17_2,ATTENTION_14_2014/17_3,ATTENTION_14_2014/17_4,ATTENTION_14_2014/17_5,ATTENTION_14_2014/17_6,ATTENTION_14_2014/17_7,ATTENTION_14_2014/17_8,ATTENTION_14_2014/17_9
MAE,8.033691942348444,2.2666355732702064,2.5899048129284887,1.8700477835037064,2.044305604701212,2.0167619662456104,1.8774620266352595,3.899135444780103,2.0694672830302054,6.068436606807438
RMSE,11.371000826872322,2.743438427272871,3.1026311406857072,2.659811792140933,2.4918913254615487,2.4824272436384085,2.522110756676602,5.306538396896023,2.65785342547479,7.87815873799707
R,0.7919511757634214,0.8748082973420083,0.824085277560722,0.8627673644208712,0.8708357498771453,0.8836238776246053,0.8954394440618869,0.8201404905280059,0.8499195467345264,
