,2014/15,2015/16,2016/17,2017/18
MAE,1.7494606383866302,2.3999065983736103,2.043457806688974,3.3682354241540082
RMSE,2.628294545706922,3.4558545502876323,2.596369915911096,5.83453906866724
R,0.9417993504986448,0.9133104560309027,0.9218190036729814,0.9725385014227086
