,GRU_7_2014/15,GRU_7_2014/16,GRU_7_2014/17,GRU_7_2014/18,GRU_14_2014/15,GRU_14_2014/16,GRU_14_2014/17,GRU_14_2014/18,GRU_21_2014/15,GRU_21_2014/16,GRU_21_2014/17,GRU_21_2014/18,ATTENTION_7_2014/15,ATTENTION_7_2014/16,ATTENTION_7_2014/17,ATTENTION_7_2014/18,ATTENTION_14_2014/15,ATTENTION_14_2014/16,ATTENTION_14_2014/17,ATTENTION_14_2014/18,ATTENTION_21_2014/15,ATTENTION_21_2014/16,ATTENTION_21_2014/17,ATTENTION_21_2014/18,ENCODER_7_2014/15,ENCODER_7_2014/16,ENCODER_7_2014/17,ENCODER_7_2014/18,ENCODER_14_2014/15,ENCODER_14_2014/16,ENCODER_14_2014/17,ENCODER_14_2014/18,ENCODER_21_2014/15,ENCODER_21_2014/16,ENCODER_21_2014/17,ENCODER_21_2014/18
MAE,1.3100742774973029,1.2030422905795823,1.4245660967290825,2.931855148756031,1.730087400197914,1.7342749630129295,2.097083485186714,3.817401818302313,2.39589055360873,2.4152230756237687,3.0017751661871475,5.013220707623002,1.1421509591133379,1.4442132602313216,3.1233957203399165,2.4826827559367675,2.3340193694588063,2.64518693044138,3.372986564293699,3.988525681326951,1.7248034367059573,2.2087949951993835,2.878944846150345,5.178960560443633,1.9421848058700562,1.7565361261367798,1.924476146697998,4.952049255371094,2.7367403507232666,2.403895378112793,1.925694465637207,4.913564205169678,2.4753849506378174,4.153062343597412,2.25205135345459,5.328967571258545
RMSE,2.1872034520766093,1.8439640396892414,1.9678060263089308,5.307521967652349,2.744233644393176,2.8391662549029104,2.8813976978258617,6.673934587197586,4.367132129013774,3.9514385040378626,4.648137401381184,9.029578754936196,1.892236258615634,2.3138469329932803,4.018371049640687,4.283030332494392,3.799216483902417,3.7035706982631207,5.537086540990844,7.120490140093816,2.9546475677581117,3.7351413787868153,4.477966943435793,9.322739972330547,3.5339386463165283,2.684893846511841,3.4798402786254883,10.397066116333008,4.441002368927002,3.719120740890503,3.495044708251953,10.070219993591309,4.336455345153809,6.272666931152344,3.330770254135132,10.162362098693848
R,0.953921154725837,0.9659446943440462,0.9493766365070019,0.9831314730649546,0.8993651665797029,0.9157063296403956,0.8938728908596592,0.9593258517869305,0.7751633708845278,0.8566484607715149,0.7283061256198821,0.9289945863235356,0.9512903909396035,0.9577492981481698,0.9483417461663642,0.9838893057157684,0.8929706149498801,0.875392004866448,0.7798674739155234,0.9655376311711625,0.8830420281558418,0.8368189844762491,0.7056664950275465,0.9286561562865664,0.8632538343430907,0.921286838879049,0.8486482653254155,0.8696687462155643,0.8689112121380453,0.8386952425802959,0.842028740870918,0.8909450650574035,0.8034527363634991,0.6754157303222138,0.7662351717910265,0.9114979519591596
