,2014/15_0,2015/16_0,2016/17_0,2017/18_0,2014/15_1,2015/16_1,2016/17_1,2017/18_1
MAE,1.7264344728834222,2.4942597432774782,1.5549487427569284,3.5044774974776054,1.8616312951711702,2.497086950618844,1.4765308355539104,3.6786203120619905
RMSE,2.6571432943175073,3.793909747699416,1.9112145448449274,6.35552013986393,2.7798785770582706,3.7901309460040147,1.8338626273558782,6.614007178141304
R,0.9384746793016268,0.8994124282072697,0.9498013353100871,0.9763043880608862,0.9293273886996436,0.907342224069243,0.9400502520015414,0.9695186717507691
