,2014/15,2015/16,2016/17,2017/18
MAE,0.4654020724037619,0.32247898103150574,0.3218358016557698,1.4469678143754745
RMSE,0.7976008326982251,0.4208237025102223,0.4051401998138281,2.356091666706181
R,0.8386760005365334,0.8436243949902643,0.9476091798397305,0.5159126608091746
