,2014/15,2014/16,2014/17,2014/18
MAE,6.252690207785988,6.398857612641069,4.883671049500357,11.329887380668955
RMSE,7.992088762358787,9.07993659218748,5.848236316606015,17.115234069153956
R,-0.6058305114425011,-0.618184863584307,-0.6893227024503674,-0.5124135664847437
