,Likelihood_Loss,KL_Loss,Loss,mae,mse
128,113.49818420410156,529.5718536376953,[24.570689290082534],[3.2041535],[45.257885]
129,90.40508270263672,527.6990623474121,[24.6534084630321],[3.0191891],[43.00893]
130,118.04568481445312,525.9749488830566,[25.984663892218308],[3.8899996],[84.092834]
131,90.37301635742188,523.9344749450684,[23.861445251248607],[3.1158319],[44.111668]
132,96.17730712890625,522.19775390625,[25.09095727023855],[3.6485374],[66.23098]
133,91.92587280273438,520.2940673828125,[23.88023303249921],[3.1271882],[40.485695]
134,88.63888549804688,518.2386932373047,[23.961392107086276],[3.102163],[67.93291]
135,85.50895690917969,516.2636260986328,[23.645894307379216],[2.9366071],[40.77528]
136,100.88297271728516,514.4946327209473,[24.115302736349335],[3.369839],[49.23017]
137,100.77641296386719,512.5453033447266,[23.56295134473273],[2.8621464],[42.454487]
138,96.78702545166016,510.4933967590332,[23.19990262438762],[3.0376048],[48.002174]
139,92.06118774414062,508.7040138244629,[23.716442347894976],[3.2575676],[45.78254]
140,92.3467025756836,506.76376724243164,[23.647385815228493],[2.9964783],[45.745243]
141,100.03825378417969,504.7333755493164,[23.27512737563269],[2.7945254],[29.238913]
142,96.81370544433594,502.82960510253906,[22.64034173581164],[2.9264383],[41.948784]
143,106.93594360351562,500.94582748413086,[23.778598750144408],[3.242035],[45.435513]
144,109.95297241210938,499.21864318847656,[23.247254717739292],[2.9493566],[32.418922]
145,90.51190948486328,497.18540954589844,[22.566400039071148],[2.659151],[27.475277]
146,98.98348236083984,495.0897636413574,[22.988965784849682],[3.1817808],[45.54063]
147,105.52328491210938,493.31176376342773,[23.372204779991012],[3.446716],[52.918957]
148,75.9466781616211,491.3582649230957,[22.515443590343992],[2.801329],[42.977448]
149,85.30201721191406,489.5056686401367,[23.09005945197462],[3.616552],[62.32329]
150,92.93828582763672,487.6585693359375,[22.50704481861728],[2.8487732],[36.234573]
151,82.6869888305664,485.63297271728516,[22.349786823058817],[3.0262752],[31.972906]
152,103.76731872558594,483.747615814209,[22.684691271073863],[3.233701],[53.045586]
153,85.80591583251953,482.0780601501465,[22.736804643679164],[3.4690866],[52.56309]
154,88.6281967163086,480.27416610717773,[22.14760409206501],[3.0223339],[38.216137]
155,93.84783935546875,478.5047721862793,[22.430713785186786],[3.2633345],[44.442184]
156,106.18275451660156,476.3144836425781,[21.258809505093634],[2.2702491],[18.652866]
157,101.82093048095703,474.3906440734863,[22.170480544818307],[3.31991],[50.80357]
158,98.38554382324219,472.55211639404297,[21.773718312722405],[2.7843556],[29.808409]
159,76.86672973632812,470.4403953552246,[20.901663637425674],[2.4447994],[22.021763]
160,112.52020263671875,468.5348014831543,[21.58816900153404],[3.0671184],[39.07323]
161,114.8746566772461,466.43445205688477,[20.952846456587647],[2.7267022],[35.390614]
162,109.78591918945312,464.3538513183594,[21.236936637375432],[2.640229],[26.900454]
163,84.26825714111328,462.60343170166016,[21.99357268990959],[3.5537047],[57.77803]
164,95.18600463867188,460.9830017089844,[21.988431233648747],[3.2128909],[48.371788]
165,78.22688293457031,459.1740417480469,[21.055161690609147],[2.911575],[34.379894]
166,71.61067962646484,457.2948989868164,[21.13155429038602],[3.075103],[46.792267]
167,84.71434020996094,455.5770721435547,[22.179013001353226],[3.4964087],[53.46642]
168,101.9726791381836,453.8069610595703,[21.298289645107456],[3.1144235],[48.09963]
169,98.24485778808594,452.0567283630371,[20.859939280220264],[3.0083375],[44.119736]
170,94.1124496459961,450.1546211242676,[20.442189206624576],[2.632116],[36.636925]
171,94.5094985961914,448.2163200378418,[20.63983370886125],[2.9235225],[42.867073]
172,96.62273406982422,446.3596649169922,[20.590712298747572],[2.9028099],[37.507507]
173,93.27616119384766,444.45964431762695,[20.466628478326992],[2.908395],[36.00543]
174,95.22100830078125,442.51827239990234,[19.97385944265388],[2.5957575],[26.489801]
175,102.7637710571289,440.7251434326172,[20.468194011986732],[2.9499917],[37.272564]
176,102.87432861328125,438.71975326538086,[19.899767325090465],[2.8065639],[37.48745]
177,96.1687240600586,436.83362579345703,[20.490417213698485],[3.1013577],[65.33408]
178,96.68707275390625,434.8777732849121,[20.27575656329124],[3.2855127],[73.79549]
179,100.2899398803711,432.99828720092773,[19.834129881139017],[2.8378031],[30.503876]
180,97.40521240234375,431.133731842041,[19.857308455330312],[2.63572],[27.865002]
181,86.65335845947266,429.42235946655273,[20.052444795290043],[2.79535],[34.697422]
182,103.13591766357422,427.4998970031738,[20.09673683979742],[3.1964204],[50.20414]
183,101.48236846923828,425.6715965270996,[19.69309784259902],[2.89969],[50.60647]
184,96.69188690185547,423.87659072875977,[20.162189603512918],[3.0423734],[41.480076]
185,100.02464294433594,421.99572372436523,[19.60729077092968],[2.9282434],[43.78703]
186,94.65486907958984,420.2169494628906,[19.46102015177409],[2.7510693],[29.90661]
187,90.60388946533203,418.4030647277832,[19.40082950556785],[2.853226],[36.704388]
188,98.93873596191406,416.253719329834,[18.43534981051273],[2.107081],[17.494562]
189,94.93930053710938,414.4984703063965,[19.875863726904416],[3.4009356],[62.621284]
190,88.23881530761719,412.7655792236328,[19.03724262498443],[2.8157625],[31.271317]
191,95.13555145263672,410.7932472229004,[18.573011854292798],[2.6011984],[29.762363]
192,102.3577651977539,408.77614974975586,[18.72554079691569],[2.6262374],[26.751257]
193,68.81171417236328,406.94591903686523,[18.60838296247425],[2.7658086],[39.262165]
194,99.98468780517578,405.06038665771484,[18.461956003016333],[3.013658],[43.466175]
195,92.19996643066406,403.40429306030273,[19.124165333426447],[2.9468114],[40.690113]
196,91.89203643798828,401.4527015686035,[17.913634880192838],[2.357555],[25.662388]
197,84.21949768066406,399.59597396850586,[18.739938397504485],[2.707174],[34.373478]
198,77.79661560058594,397.85787200927734,[19.101044948058444],[3.1966326],[43.28508]
199,91.56028747558594,396.09968185424805,[18.24327279782486],[2.979305],[54.338806]
