,2014/15_0,2015/16_0,2016/17_0,2017/18_0,2014/15_1,2015/16_1,2016/17_1,2017/18_1,2014/15_2,2015/16_2,2016/17_2,2017/18_2,2014/15_3,2015/16_3,2016/17_3,2017/18_3,2014/15_4,2015/16_4,2016/17_4,2017/18_4,2014/15_5,2015/16_5,2016/17_5,2017/18_5,2014/15_6,2015/16_6,2016/17_6,2017/18_6,2014/15_7,2015/16_7,2016/17_7,2017/18_7,2014/15_8,2015/16_8,2016/17_8,2017/18_8,2014/15_9,2015/16_9,2016/17_9,2017/18_9
MAE,3.6540752704253383,3.4211026753051526,3.3248318256370024,5.803289733830388,2.241441942077271,3.1774199490541575,2.1136937171977666,6.301339738086988,2.5387388861007754,6.605144558116615,2.1422242677347985,4.163232155858339,3.790265271795625,2.7667369411832903,2.0193192085814826,5.088824538925063,4.163028207389869,3.6131632586838105,2.474609480579914,5.267526215334546,9.6854201596196,3.6369109197791802,1.9997861784786972,4.88781246278212,2.6601048020869156,3.108172044839908,2.0978527414210917,5.252688938505126,2.789747379321282,4.330455497889389,3.075297127603971,4.696400144734514,2.851674411217016,2.8999793754626864,2.6070929498372086,4.4910378459756775,2.059027589992748,3.041738079773679,2.1774423079503085,4.326958038981576
RMSE,5.213877652351238,4.869144621595643,4.526644862561722,10.804299739259292,2.795256160558715,4.149940445317024,2.5042313693685094,11.212769920924625,3.1189462484016945,7.961579799875248,2.6461560817066303,6.915771540196459,5.23123007511565,4.041722435697764,2.807980506812234,8.602695158437268,4.8218805572158265,5.268121708484016,2.932359862827254,9.555996921218112,10.765152132944541,5.364442469987241,2.411648993427702,7.567724960020185,3.392357094112694,4.062821943497488,2.7071582091435937,9.227621633678604,3.9194497681676435,6.349708256973079,4.477644834677809,8.591922806975344,3.922133533684757,3.9407424337170793,3.9830452805360763,8.138672041214244,2.70671459300581,4.30456653628565,2.9150069385535717,7.516523030526878
R,0.8447845261684569,0.7421113587462239,0.735020111972202,0.8535397097394581,0.8998745746880222,0.8010388421091559,0.8750305777012423,0.8639415612062114,0.8633412746435772,0.833535593662419,0.8504336729407758,0.9487310637542423,0.8736991955900779,0.8483606406919968,0.837212102786189,0.9202170010217977,0.9022790959686485,0.8605799063141026,0.8653248661115054,0.9612704474210721,0.9064190825669802,0.8195280681663298,0.8902372277733326,0.8888313427559967,0.86177800622063,0.80877011947136,0.8513198188108495,0.935855282039653,0.8506289006227958,0.8758830653883821,0.8354945116981417,0.9048518798772986,0.8832299958115335,0.8288140593393558,0.8193981307508543,0.9239632595676005,0.9051290061385764,0.8206425085875136,0.828701661563069,0.9435818454516842
