,2014/15,2015/16,2016/17
MAE,2.468307963003649,2.8329881486321526,2.265656654336691
RMSE,3.4666351663944774,4.266899937720644,2.516350998371309
R,0.8903653230317573,0.8839829551263335,0.9218660322345057
