,MAE,RMSE,R
2014/15,308.6452941894531,377.0899658203125,0.3874264359474182
2015/16,2.7996928691864014,3.157013177871704,0.24847443401813507
2016/17,2.8751115798950195,3.0876054763793945,0.6147744059562683
2017/18,3.9908437728881836,4.60613489151001,0.6662702560424805
