,2014/15_0,2015/16_0,2016/17_0,2017/18_0,2014/15_1,2015/16_1,2016/17_1,2017/18_1,2014/15_2,2015/16_2,2016/17_2,2017/18_2,2014/15_3,2015/16_3,2016/17_3,2017/18_3,2014/15_4,2015/16_4,2016/17_4,2017/18_4,2014/15_5,2015/16_5,2016/17_5,2017/18_5,2014/15_6,2015/16_6,2016/17_6,2017/18_6,2014/15_7,2015/16_7,2016/17_7
MAE,1.8196029185311242,1.5758736503549777,2.0674538792259582,3.479581470882901,1.57812863553381,1.7641405185215917,2.0410644672663714,3.9595743354551627,7.94044396990411,1.6520081800444215,6.068436606807438,11.20241723358004,1.543571999791543,1.7643736648910444,1.7862088650416132,3.541600852007719,2.073405780220005,1.5194236068247318,1.909342005863913,2.7448166720182114,1.5309693278324998,1.9912045254693773,1.5164154275357262,3.3834936159555546,1.8136350778446306,2.0576045907298623,2.0888285564959204,3.5441465964439027,1.8006365871592875,1.542826412716549,1.6730752665652389
RMSE,3.0942278060744144,2.415286235416402,2.901325718783844,6.65062872308255,2.4923725463136335,2.7953114062836044,2.9184472549959337,7.705034863155895,10.025978476733487,2.3699928923262683,7.878158737997071,18.149792639037692,2.4487146349759232,2.5845960442180047,2.5037481143229416,7.112390217570655,3.4195315846096954,2.3067151710363936,2.7027501440448143,5.006700549447831,2.599050515174057,2.813900990814835,2.114396639664702,5.641995696930686,2.9977825257759356,3.4221614063654826,3.3960934722394853,7.03021438795422,2.94165199646362,2.413412788251456,2.3117523501133856
R,0.907205209411468,0.9430699133457888,0.9126568961720085,0.9625565258126749,0.9161882713359453,0.9476788452675644,0.9002235677738214,0.9470853050822166,,0.9363814977571323,,,0.9297954766996953,0.9402118614507666,0.9019611665521755,0.9525281080068143,0.9221078817619962,0.9439549316557165,0.9049454245449686,0.9600438281973378,0.9083974480689913,0.9293420211192331,0.9229514185775153,0.9659551455082334,0.9223174771156478,0.9438681546219179,0.8554002021165561,0.9662669054653321,0.9165810871199974,0.9461135026219737,0.8975128188319764
