,ATTENTION_14_2014/15,ATTENTION_14_2014/16,ATTENTION_14_2014/17,ATTENTION_14_2014/18
MAE,1.574018876002747,2.158844507135691,1.8187007875132781,5.712563634721192
RMSE,2.1685363209735913,2.941000041583978,2.597299801397428,10.811325715626504
R,0.9441739758294558,0.8970616072588758,0.8852760676495425,0.9169875928959907
