,Likelihood_Loss,KL_Loss,Loss,mae,mse
28,202.01358032226562,647.0907440185547,[50.43356770603737],[4.019207],[63.211926]
29,187.96682739257812,646.7402763366699,[52.38912410024452],[4.337089],[76.83497]
30,173.20445251464844,646.3971252441406,[51.01481579218741],[3.9021027],[65.75919]
31,142.89857482910156,646.0582695007324,[51.147889216777536],[4.062516],[73.99009]
32,144.0529327392578,645.7370719909668,[46.321932651655075],[4.251086],[96.53665]
33,151.34762573242188,645.3946266174316,[45.5052960087],[4.1932793],[87.30265]
34,155.95169067382812,644.8497161865234,[40.39439265577544],[3.5781467],[52.80394]
35,151.82772827148438,644.3233871459961,[43.25808136675117],[3.9766953],[93.38524]
36,158.45773315429688,643.9542198181152,[43.817358065288445],[4.1862783],[77.78034]
37,168.23716735839844,643.5847587585449,[43.04967481208144],[4.081296],[81.93729]
38,148.0201416015625,643.2421073913574,[43.28943112521389],[4.244573],[75.71228]
39,122.83184051513672,642.6907119750977,[33.46837911337875],[3.294166],[50.93458]
40,146.8140869140625,642.1712875366211,[37.29472120716406],[4.019872],[96.902756]
41,115.91932678222656,641.714729309082,[38.017574173247745],[3.9188926],[78.756584]
42,155.847900390625,641.2714347839355,[36.399111832522514],[4.1038885],[86.145645]
43,129.5290069580078,640.8553619384766,[35.21326749987011],[3.8201294],[87.33084]
44,139.2849578857422,640.2725448608398,[34.92952061358381],[3.5954683],[48.56967]
45,149.52008056640625,639.6287994384766,[33.22418820061809],[3.5333953],[47.090027]
46,143.51771545410156,638.9154510498047,[33.02845901303004],[3.4735749],[49.736042]
47,103.4909439086914,638.2446975708008,[33.29021307577575],[3.8537712],[60.133644]
48,125.74979400634766,637.5146751403809,[31.947118166128867],[3.5564866],[74.280876]
49,130.83753967285156,636.8375968933105,[30.363070852138215],[3.4419835],[43.504734]
50,131.4115447998047,636.2145156860352,[32.08297315252261],[3.6410155],[60.152603]
51,141.62478637695312,635.5881233215332,[31.661385782629264],[3.7306626],[59.1751]
52,122.19486999511719,634.9393501281738,[30.90307210591025],[3.651838],[62.726795]
53,126.1803207397461,634.0846672058105,[28.74269898307867],[3.2954216],[41.42988]
54,129.0240936279297,633.1102066040039,[27.519546834733948],[3.1427972],[47.837475]
55,120.08995819091797,632.2112083435059,[29.628511631779823],[3.489097],[60.3968]
56,120.78568267822266,631.414192199707,[29.385111723996044],[3.5801747],[59.306118]
57,118.58456420898438,630.5105819702148,[28.637100208305313],[3.3512754],[49.014927]
58,146.71240234375,629.5321731567383,[27.783578634591542],[3.284095],[37.99814]
59,116.52685546875,628.5143852233887,[26.66432790786975],[3.1433475],[42.816376]
60,108.75530242919922,627.5352668762207,[27.92317387279087],[3.5018106],[63.158257]
61,116.77254486083984,626.5437431335449,[27.492502408442768],[3.501059],[61.647663]
62,122.7966537475586,625.5294914245605,[26.445576899285584],[3.3757713],[54.171127]
63,115.94940185546875,624.4666709899902,[26.049788674029926],[3.0877638],[38.879692]
64,130.1549530029297,623.371940612793,[27.42047049471004],[3.4474707],[48.82881]
65,113.59099578857422,622.4737968444824,[27.924634068970963],[3.6525245],[68.648254]
66,112.26663970947266,621.4105796813965,[26.56557029977146],[3.4527762],[49.604603]
67,109.81491088867188,620.2630996704102,[25.8895261659978],[3.1411269],[35.57348]
68,116.65166473388672,619.208553314209,[25.802554682727674],[3.3988936],[51.239365]
69,155.7841796875,618.0301628112793,[25.976197005086973],[3.3387628],[53.937916]
70,111.46754455566406,616.9387092590332,[26.986245041561258],[3.5042937],[59.76958]
71,89.93753814697266,615.4509429931641,[23.980471758181352],[2.853225],[34.60765]
72,114.38117218017578,614.1476821899414,[26.573199546705023],[3.8837094],[69.00754]
73,113.19696044921875,612.96826171875,[26.68123997284596],[3.5902362],[70.24696]
74,119.58857727050781,611.5322265625,[24.46849087469592],[3.0223427],[38.247234]
75,115.44243621826172,610.2932739257812,[25.391334268367],[3.2242758],[40.192924]
76,113.7416000366211,608.903205871582,[24.37107236239285],[3.151548],[39.75883]
77,102.16178131103516,607.5296096801758,[24.46835165581688],[3.2958434],[43.310078]
78,99.95285034179688,606.1262702941895,[24.0118589590135],[3.1717308],[47.260586]
79,123.53179931640625,604.5556526184082,[23.718315660431877],[3.1996653],[44.293423]
80,112.74211883544922,603.3428840637207,[24.740069016395545],[3.4324367],[47.88481]
81,93.90117645263672,601.9294776916504,[24.54677036905662],[3.1547134],[40.3393]
82,107.55590057373047,600.1668434143066,[22.89397544983838],[3.1022587],[42.7841]
83,100.39414978027344,598.5354309082031,[22.233775709478167],[2.6605053],[26.209148]
84,86.53512573242188,596.9363975524902,[23.562722420923066],[3.2219994],[49.93129]
85,90.02338409423828,595.4088821411133,[23.63042564163665],[3.467338],[74.13208]
86,99.17487335205078,594.0417709350586,[23.73414110862841],[3.4899147],[53.62512]
87,103.57554626464844,592.123706817627,[22.071649571598428],[2.806992],[37.976933]
88,106.10892486572266,590.2172470092773,[22.12687938502174],[3.1272063],[51.82467]
89,102.97818756103516,588.8064956665039,[23.01646300868909],[3.3146853],[43.071262]
90,93.04450225830078,587.2209968566895,[22.534928047289117],[3.0293255],[38.418583]
91,95.6693344116211,585.4878997802734,[21.495661531270017],[2.9164186],[34.1568]
92,101.1224365234375,583.8646011352539,[22.035771722674973],[2.9749708],[36.877018]
93,101.91213989257812,582.2713279724121,[22.65305653435467],[3.4756277],[59.216587]
94,85.15495300292969,580.519115447998,[21.570244565530615],[2.78613],[32.36785]
95,91.1668930053711,578.7714157104492,[22.22898797272867],[3.0157201],[38.032375]
96,90.08940887451172,577.3517036437988,[23.51959850534433],[3.7249227],[68.33268]
97,92.84268188476562,575.6576271057129,[21.315392090504425],[3.0176694],[39.50205]
98,88.96745300292969,574.0863952636719,[21.992917156175555],[3.2677205],[38.3251]
99,97.23954010009766,572.3808555603027,[21.333422716616045],[3.185244],[44.785355]
100,85.90065002441406,570.4612274169922,[20.68995690137107],[2.8158572],[36.394226]
101,88.17195129394531,568.6567344665527,[21.590028761938825],[3.1487868],[45.14025]
102,86.7960433959961,566.8687782287598,[21.13864207608202],[3.0050237],[41.733776]
103,93.19737243652344,564.8781852722168,[20.54924805797997],[2.8500915],[32.903423]
104,101.58415222167969,562.696834564209,[20.011221362500077],[2.6283734],[25.40249]
105,90.23897552490234,560.6303863525391,[20.537236800999864],[2.846282],[33.84687]
106,96.8436279296875,558.7697639465332,[20.59477253127131],[3.1548607],[43.66676]
107,87.1973876953125,556.6459541320801,[19.92173021897255],[2.512728],[23.362188]
108,96.6843032836914,554.5683670043945,[19.99081633860809],[2.8542383],[39.962463]
109,95.85763549804688,552.5608100891113,[19.98089234217253],[2.902279],[32.606483]
110,84.18783569335938,550.3807334899902,[19.514827293385455],[2.661393],[28.237076]
111,81.49605560302734,548.3064498901367,[19.79747546076061],[2.860484],[40.231453]
112,93.38076782226562,546.2385177612305,[20.298934268819632],[3.0111737],[39.43771]
113,89.53675842285156,544.3836364746094,[20.086699197172624],[3.0129724],[40.062096]
114,94.19255828857422,542.2980346679688,[19.674566519309824],[3.0945961],[47.57237]
115,87.6585693359375,540.2225379943848,[19.865309754366812],[2.9770727],[39.516655]
116,95.24456024169922,537.9993286132812,[19.035143169155322],[2.772433],[30.820694]
117,92.16841125488281,535.8803672790527,[19.49336304174816],[2.9484112],[37.383816]
118,82.06990814208984,533.6501655578613,[18.76263521037196],[2.8145683],[41.32714]
119,88.78632354736328,530.9050674438477,[18.369948645002662],[2.5032802],[29.09446]
120,82.35195922851562,528.5459480285645,[18.963635841309888],[2.6933494],[31.56804]
121,86.9150619506836,526.0713958740234,[18.585303733119325],[2.6966937],[33.841866]
122,94.30170440673828,523.8601951599121,[18.840969079543456],[2.8430963],[37.051857]
123,91.32366180419922,521.3480987548828,[18.085461080156676],[2.4228642],[24.45517]
124,90.62360382080078,519.2488327026367,[19.279326926942577],[3.1878378],[49.256397]
125,73.12779998779297,517.2138710021973,[18.468657827003934],[2.928454],[34.01546]
126,77.74576568603516,514.7062110900879,[18.091958791415628],[2.4716475],[20.386543]
127,86.3084945678711,512.1347885131836,[17.863284496270474],[2.457169],[26.887995]
128,82.90776062011719,509.4355278015137,[17.898772852479013],[2.5972865],[27.833817]
129,87.8674087524414,507.1021308898926,[18.71602260654613],[2.9131963],[35.157]
130,78.05502319335938,504.9319648742676,[18.221387861402064],[2.8193054],[36.48987]
131,82.79473114013672,502.64763259887695,[18.129120944887195],[2.7744906],[32.41974]
132,78.27359771728516,500.2419662475586,[17.672410089922412],[2.6889048],[26.597633]
133,93.10490417480469,498.25051498413086,[18.34018062458012],[3.2172377],[46.369766]
134,98.93295288085938,496.18084716796875,[18.342494750231545],[2.9197836],[32.352253]
135,82.89925384521484,493.9228630065918,[17.6299963713461],[2.783412],[41.83396]
136,96.61017608642578,491.80022048950195,[17.88328110858736],[3.0312035],[37.883728]
137,95.22329711914062,489.45079040527344,[17.53828104758032],[2.6583097],[29.04298]
138,84.01580047607422,487.04676055908203,[17.336344029704637],[2.7455955],[33.82564]
139,90.86907196044922,484.49614334106445,[17.249962022588967],[2.61176],[31.134508]
140,87.4704360961914,482.0923156738281,[17.452462390950615],[2.596141],[33.60675]
141,74.70684814453125,479.6952819824219,[16.845136504522504],[2.460189],[24.242128]
142,68.16866302490234,477.4279365539551,[17.23101874377419],[2.7294595],[33.0531]
143,89.29946899414062,475.0884132385254,[16.894105531717983],[2.751443],[33.941387]
144,80.0118179321289,472.49732208251953,[16.33103712864704],[2.2687924],[20.057592]
145,75.76309204101562,469.91015625,[16.340727390094266],[2.3611212],[17.091383]
146,76.4579849243164,467.15983963012695,[15.98007210143312],[2.2662485],[19.241302]
147,91.96680450439453,464.6370544433594,[16.351984882398664],[2.532988],[27.044825]
148,65.55736541748047,462.09894943237305,[16.20289786034386],[2.4943252],[24.451145]
149,79.92704010009766,459.8015327453613,[16.53464650382978],[2.5738657],[24.614775]
150,79.2365951538086,457.28591537475586,[16.143949251249605],[2.4212139],[27.076288]
151,84.76541137695312,454.845157623291,[16.24700980491761],[2.527057],[25.827097]
152,76.78994750976562,452.30641174316406,[15.877023892378489],[2.4612243],[23.149088]
153,78.66143798828125,449.97168350219727,[16.07858753511841],[2.6393766],[25.628025]
154,75.96331787109375,447.6432876586914,[15.851902259763405],[2.5713024],[28.409662]
155,100.10379028320312,445.36730194091797,[15.713027190634975],[2.4474924],[21.031023]
156,77.92127227783203,442.9286575317383,[15.728148218345554],[2.3556075],[21.736794]
157,88.99261474609375,440.4156837463379,[15.308801362834071],[2.3880312],[23.560331]
158,77.36775207519531,437.970027923584,[15.550501581382663],[2.4198549],[22.849855]
159,73.01372528076172,435.7000732421875,[15.59631200717485],[2.5521266],[24.339554]
160,78.92208099365234,433.5086326599121,[15.743976571053636],[2.7071445],[30.950012]
161,79.01559448242188,431.1790771484375,[15.336834915878036],[2.4719143],[25.223303]
162,79.06648254394531,428.70580291748047,[15.023572652914293],[2.4373808],[21.930958]
163,81.52486419677734,426.4229278564453,[15.409766652736725],[2.8694527],[43.2625]
164,82.04158020019531,423.96786880493164,[14.776417675132523],[2.4029713],[25.461912]
165,69.18930053710938,421.7285614013672,[15.21781077576035],[2.602156],[29.05989]
166,87.98880767822266,419.27783966064453,[14.80965560595048],[2.4291534],[23.264751]
167,74.77622985839844,416.8208312988281,[14.781243641439092],[2.3593197],[22.56189]
168,81.57644653320312,414.4444007873535,[14.876651985751819],[2.346095],[22.877705]
169,81.45027160644531,412.34560775756836,[15.075824615429317],[2.8141916],[28.411125]
170,79.30281829833984,409.9769401550293,[14.507408873928357],[2.3804445],[24.618814]
171,78.19049072265625,407.5886917114258,[14.47490024698434],[2.3934166],[28.279934]
172,82.85391235351562,405.1900062561035,[14.302137790874971],[2.391086],[23.621538]
173,79.0073471069336,402.636531829834,[14.214419203713872],[2.2503023],[19.94202]
174,79.91724395751953,400.18117904663086,[14.227079982309505],[2.4432209],[23.294445]
175,67.54886627197266,397.7984809875488,[14.060871706312014],[2.2061763],[17.056704]
176,82.07736206054688,395.3516654968262,[13.978756030876479],[2.4123633],[26.945366]
177,75.50000762939453,392.9177780151367,[14.027617700964226],[2.531354],[28.457993]
178,77.6064682006836,390.43886947631836,[13.529441378842517],[2.2215483],[17.052557]
179,80.65817260742188,388.1031723022461,[13.827974790364902],[2.4818904],[26.13514]
180,79.12348937988281,385.6879234313965,[13.48271913102342],[2.3073487],[22.786943]
181,80.49906921386719,383.62280654907227,[14.096841010449944],[2.620825],[28.333836]
182,83.21258544921875,381.3482322692871,[13.50032972443878],[2.3693364],[24.847664]
183,77.84027862548828,379.16783142089844,[13.818266067346743],[2.7516005],[35.40604]
184,82.46174621582031,376.92352294921875,[13.463722425800817],[2.4318013],[27.56378]
185,82.7734375,374.494873046875,[13.164581035700113],[2.1656907],[18.05998]
186,67.62559509277344,372.24172592163086,[13.28406193617685],[2.3581648],[27.415823]
187,81.5350112915039,370.2224426269531,[13.532393082118375],[2.7847824],[38.2932]
188,73.58918762207031,367.853515625,[12.846228519599595],[2.2396019],[25.950975]
189,67.01691436767578,365.5253372192383,[12.965041380222905],[2.365566],[24.782558]
190,73.32877349853516,363.2382698059082,[13.067696699619512],[2.3531663],[25.005255]
191,63.72055435180664,361.0638122558594,[12.894340174256355],[2.488092],[28.515976]
192,78.84201049804688,359.0093536376953,[13.21470290095726],[2.6544273],[30.044498]
193,71.82566833496094,356.6632995605469,[12.495929391194137],[2.152517],[18.211315]
194,76.59130096435547,354.38269805908203,[12.57944046083764],[2.0494127],[14.155279]
195,80.29197692871094,352.4171142578125,[12.751634484444384],[2.4909852],[29.02739]
196,81.6085205078125,350.24466705322266,[12.623607196219227],[2.2739055],[19.765516]
197,90.53014373779297,348.2624931335449,[12.999976075118393],[2.704604],[29.60561]
198,71.56568908691406,346.4167060852051,[12.759449514251104],[2.61136],[26.918287]
199,71.92453002929688,344.5317077636719,[12.674378695108],[2.5440516],[22.63765]
200,84.49842071533203,342.48231506347656,[12.183166546516295],[2.247616],[22.446373]
201,65.31853485107422,340.32542419433594,[12.550026251390088],[2.4840677],[27.890137]
202,67.91543579101562,338.2038688659668,[12.09893076741602],[2.1589408],[16.979631]
203,84.91354370117188,336.16494369506836,[12.215868432419688],[2.4975297],[23.31427]
204,67.75749969482422,334.25687408447266,[12.09261086260542],[2.3126974],[22.37116]
205,80.48800659179688,332.34461975097656,[12.137346855455256],[2.360989],[21.789032]
206,83.8437728881836,330.3273735046387,[12.098050262015407],[2.610146],[27.55016]
207,70.97013092041016,328.2148323059082,[11.885719838311518],[2.207182],[17.084444]
208,63.21044921875,326.12824630737305,[11.787103997787975],[2.2695181],[20.730106]
209,72.0738525390625,324.08738708496094,[11.718484903139652],[2.438388],[26.276136]
210,72.97667694091797,322.054988861084,[11.598657132293265],[2.2236245],[16.376154]
211,79.3930435180664,320.05774688720703,[11.732485360892783],[2.4105718],[29.902699]
212,70.15145874023438,317.83139419555664,[11.449351917813308],[2.1090434],[15.216932]
213,69.64512634277344,315.6459159851074,[11.236077716305529],[2.0629888],[15.906711]
214,92.0573959350586,313.5029983520508,[11.243043444882556],[2.1056132],[16.620796]
215,79.18041229248047,311.3525199890137,[11.255489209235291],[2.214058],[22.674803]
216,88.44303131103516,309.38824462890625,[11.191589499552203],[2.180477],[17.45959]
217,89.48661804199219,307.17472076416016,[10.796881784222084],[1.8900625],[12.63233]
218,69.78650665283203,305.3004722595215,[11.193892519795801],[2.2840436],[19.59198]
219,75.8271484375,303.1867332458496,[10.824178386426421],[2.0373187],[15.7014065]
220,71.14022827148438,301.3570251464844,[11.125015339616365],[2.360079],[24.806353]
221,72.60658264160156,299.66287994384766,[11.16312726001924],[2.4418418],[24.981453]
222,68.36976623535156,297.8484115600586,[10.99273560707166],[2.1794455],[17.91991]
223,71.60515594482422,295.8822898864746,[10.797958945085902],[2.0986433],[21.135538]
224,80.7458267211914,294.14797592163086,[11.098877952484314],[2.375843],[22.663568]
225,85.05427551269531,292.26218032836914,[10.825356805450847],[2.363022],[22.569736]
226,82.35633850097656,290.4487075805664,[10.566012366693286],[2.201664],[22.41852]
227,86.22367858886719,288.4796829223633,[10.514818554372624],[2.092303],[15.09104]
228,83.62506103515625,286.4575080871582,[10.355888802903086],[2.0537808],[16.945946]
229,79.52493286132812,284.5581741333008,[10.61572594073773],[2.3829758],[24.00243]
230,79.02098846435547,282.697566986084,[10.417790556107727],[2.0873284],[15.848407]
231,75.68710327148438,280.9068946838379,[10.304382309722548],[2.0912707],[15.839824]
232,81.44315338134766,278.9347152709961,[10.104884037824338],[2.0406194],[14.71769]
233,82.91161346435547,277.11439514160156,[10.130813683852903],[2.2310958],[24.871706]
234,73.39445495605469,275.4574279785156,[10.392778451955577],[2.3867586],[22.454672]
235,82.6154556274414,273.68609619140625,[10.06239241534584],[2.1973705],[21.844713]
236,79.24829864501953,271.9035301208496,[10.052259230822365],[2.1300151],[17.496525]
237,76.3384017944336,270.0364799499512,[9.847823173754888],[1.9817718],[13.532703]
238,74.58221435546875,268.2278633117676,[9.947295086991122],[2.1539087],[16.956617]
239,74.34284210205078,266.6524543762207,[10.202742407916055],[2.4191449],[25.565868]
240,78.25350952148438,265.0071907043457,[9.848944117977892],[2.109094],[19.425287]
241,94.13163757324219,263.2486114501953,[9.690300412575587],[2.0133126],[15.321833]
242,76.12699890136719,261.5984535217285,[9.858643899914966],[2.2781603],[19.841526]
243,84.48594665527344,259.75224685668945,[9.492167909043223],[2.1234295],[21.3785]
244,90.25475311279297,258.32616424560547,[10.097153823093466],[2.6386635],[33.937748]
245,65.31221771240234,256.5455780029297,[9.524445130933763],[1.9511372],[13.671996]
246,71.91436004638672,254.89492797851562,[9.61942901198406],[2.318016],[22.12322]
247,76.79335021972656,253.26279830932617,[9.796814868001002],[2.3684552],[24.039202]
248,73.17184448242188,251.75153350830078,[9.53893626664213],[2.2427511],[15.83005]
249,83.47293853759766,250.27549743652344,[9.598474013206872],[2.2665248],[20.07136]
250,82.71453857421875,248.6391716003418,[9.30976522929764],[2.0625494],[14.748786]
251,72.04347229003906,246.9716339111328,[9.096809600696538],[1.9858335],[15.959081]
252,73.8932113647461,245.25675201416016,[9.061573421279718],[2.1113868],[19.435202]
253,80.12535858154297,243.52275848388672,[9.273364998788011],[2.0767038],[15.959509]
254,77.59422302246094,242.00887298583984,[9.335057747523283],[2.3383288],[23.654945]
255,88.65470123291016,240.41235733032227,[9.016854505833257],[2.0838666],[19.937832]
256,84.74235534667969,238.82574844360352,[9.09705001272292],[2.1849174],[19.397415]
257,71.75933074951172,237.2829933166504,[8.878107642424595],[2.0547402],[16.11502]
258,77.32708740234375,235.71020889282227,[8.781998822349713],[2.0910032],[16.887278]
259,78.95291900634766,234.0842514038086,[8.870463016778848],[2.1238005],[17.309935]
260,76.3580322265625,232.3344955444336,[8.593689478799968],[1.8231694],[10.168876]
261,76.98841094970703,230.8309097290039,[8.919408806124792],[2.1135004],[16.429625]
262,66.39310455322266,229.34450912475586,[8.693171629868361],[2.2476935],[22.200134]
263,79.36405181884766,227.6651725769043,[8.432514206268227],[1.8342953],[11.241966]
264,84.2237319946289,226.17755889892578,[8.85203366167586],[2.2128034],[18.335]
265,74.57405090332031,224.77429580688477,[8.807537403484469],[2.3201354],[22.561619]
266,77.27617645263672,223.34556579589844,[8.566772011555267],[2.246956],[22.123812]
267,82.24507904052734,221.9770164489746,[8.911909816782357],[2.4249213],[23.772924]
268,85.93116760253906,220.57794189453125,[8.5922660054506],[2.1555774],[19.37114]
269,79.5673599243164,218.93407821655273,[8.302802391175245],[2.1310744],[24.112814]
270,73.21891784667969,217.46400451660156,[8.377016037633924],[2.076737],[14.756841]
271,73.41558074951172,216.04049682617188,[8.431236471354495],[2.2276404],[22.457125]
272,78.95291900634766,214.7832794189453,[8.76268386972604],[2.395575],[23.0951]
273,87.1964340209961,213.35562896728516,[8.251786320070032],[1.9978766],[16.271044]
274,85.10637664794922,212.00468826293945,[8.464213465941441],[2.2403367],[16.941671]
275,75.28650665283203,210.6463966369629,[8.111340355181245],[2.0573199],[16.925425]
276,86.77123260498047,209.22175216674805,[8.01280315303407],[1.989147],[17.706682]
277,66.743896484375,207.78763961791992,[8.090869772439726],[1.9872311],[12.119916]
278,66.93827056884766,206.4477996826172,[8.229008951806517],[2.3294597],[23.900965]
279,83.10863494873047,205.07844161987305,[8.115082174114015],[2.1524034],[20.139505]
280,82.98345947265625,203.70252227783203,[8.167292807959896],[2.144968],[21.648048]
281,82.66910552978516,202.57363510131836,[8.117806617371336],[2.2408643],[18.793024]
282,80.56431579589844,201.27230834960938,[7.918336826774285],[2.0679407],[18.826395]
283,91.40923309326172,199.75001525878906,[7.79932351905264],[1.8945918],[17.862427]
284,86.49848175048828,198.45269393920898,[7.816166501504274],[2.0422382],[13.650563]
285,67.22325897216797,197.0655288696289,[7.684441829595298],[1.9321939],[12.656353]
286,81.01459503173828,195.52167892456055,[7.473387898304999],[1.8497313],[14.436173]
287,76.12394714355469,194.1195526123047,[7.560561624225632],[1.9163591],[11.896531]
288,64.72418975830078,192.9330177307129,[7.77708154117825],[2.4001148],[24.785585]
289,97.3310317993164,191.63156127929688,[7.537715576475856],[1.9362342],[12.002178]
290,67.92957305908203,190.3991470336914,[7.653456649929629],[2.185262],[20.191948]
291,61.580562591552734,189.11713409423828,[7.55164412318809],[2.0829487],[16.593533]
292,86.13932800292969,187.75479888916016,[7.3367726762192635],[1.9528501],[14.842177]
293,82.09566497802734,186.52974700927734,[7.393763347574776],[1.9083565],[11.575098]
294,69.04256439208984,185.2834701538086,[7.215099054017632],[1.9122877],[13.1721115]
295,84.8443374633789,184.0134735107422,[7.340724945946917],[2.064258],[16.544811]
296,85.40937042236328,182.79119491577148,[7.343525280330874],[2.0399914],[17.457035]
297,73.26229858398438,181.40399169921875,[7.142639735391864],[1.8900071],[15.050208]
298,77.71997833251953,180.13575744628906,[7.093073929031561],[1.9676439],[12.90899]
299,75.18521881103516,178.92537307739258,[7.1608154124677705],[1.9744371],[16.220255]
300,79.31454467773438,177.7347297668457,[7.280727468619749],[2.0950146],[16.731007]
301,79.32156372070312,176.49631118774414,[7.127055101820754],[1.997306],[15.161558]
302,81.102294921875,175.41235733032227,[7.428284719318687],[2.1676872],[20.475203]
303,72.1126480102539,174.29725646972656,[7.144675309292351],[1.9415187],[11.476344]
304,72.30774688720703,173.16402053833008,[6.989626645712411],[2.0847476],[17.62202]
305,92.98577880859375,172.12207412719727,[7.176130202111974],[2.2124114],[22.400852]
306,90.07684326171875,170.89974975585938,[6.708820616688283],[1.7705306],[10.333415]
307,90.92459106445312,169.68859481811523,[6.856123965108301],[1.8593575],[10.985796]
308,63.90446472167969,168.74442672729492,[7.166048580136293],[2.202923],[16.744911]
309,72.34063720703125,167.54214477539062,[6.687723257749216],[1.9099873],[13.138886]
310,71.3113784790039,166.524658203125,[6.942190386852544],[2.1510358],[17.31377]
311,80.3670425415039,165.5017433166504,[6.8632780274505825],[2.043239],[19.184023]
312,84.48123168945312,164.5358543395996,[6.883894680942165],[2.2074776],[21.572042]
313,62.360477447509766,163.49592971801758,[6.621030279481976],[1.9342023],[13.602903]
314,79.41304779052734,162.31427001953125,[6.72417416434198],[2.040905],[15.203237]
315,80.687255859375,161.2668800354004,[6.62775325950858],[1.9529343],[13.98405]
316,79.03819274902344,160.19980239868164,[6.583046039201762],[2.004517],[19.416328]
317,77.5591812133789,159.12068557739258,[6.562321069437147],[1.9646566],[14.915222]
318,69.84699249267578,157.9250259399414,[6.3510400512041665],[1.8423558],[13.40397]
319,78.91024017333984,156.72743225097656,[6.335758718791946],[1.8159529],[11.19456]
320,85.49258422851562,155.78277206420898,[6.711697288945434],[2.217176],[18.970177]
321,82.24439239501953,154.81145858764648,[6.54512097658731],[2.0286255],[17.595747]
322,92.49055480957031,153.8636817932129,[6.504482992120407],[2.118945],[16.96968]
323,82.02932739257812,152.85174179077148,[6.257496310620196],[1.9717281],[15.124905]
324,66.7003173828125,151.77468490600586,[6.371261753062947],[2.033881],[15.457015]
325,72.16268920898438,150.87677764892578,[6.575854339889533],[2.2086008],[19.285229]
326,81.01324462890625,149.93769073486328,[6.153758357165322],[1.9154005],[16.078402]
327,81.35398864746094,148.98159790039062,[6.280641783991479],[2.0757635],[18.266687]
328,78.04872131347656,148.00995635986328,[6.168682988587199],[1.9337116],[13.3807125]
329,76.4394302368164,146.9986572265625,[6.039514462775428],[1.8191928],[12.774963]
330,71.83623504638672,146.0317268371582,[6.2407906069727],[2.1418302],[23.202284]
331,91.92343139648438,145.07513427734375,[6.125434178352795],[2.0135596],[19.758858]
332,69.31388092041016,144.12142944335938,[6.15498112555969],[1.8806176],[13.488525]
333,68.89414978027344,143.31193923950195,[6.241671711988902],[2.0540223],[15.8482485]
334,100.3668212890625,142.38844299316406,[5.95296221732654],[1.9182785],[13.664997]
335,91.13805389404297,141.3994483947754,[5.83440641673794],[1.8801855],[15.239958]
336,85.16773986816406,140.39645385742188,[5.805595650095261],[1.8645364],[14.886996]
337,74.00345611572266,139.49367141723633,[6.033585371810793],[1.9558061],[14.928643]
338,75.1869125366211,138.60074615478516,[6.015185028877417],[2.074378],[18.221743]
339,86.48785400390625,137.7272834777832,[5.990754629598132],[2.0279744],[18.599567]
340,78.51612854003906,136.8981819152832,[6.017387844351018],[2.0816827],[19.39429]
341,98.6187515258789,136.12430572509766,[6.111889270306293],[2.1313508],[20.752281]
342,73.61038970947266,135.17353057861328,[5.558350299262385],[1.7532701],[11.649072]
