,Likelihood_Loss,KL_Loss,Loss,mae,mse
0,238.3019256591797,680.5359497070312,[260.1635130934299],[8.762475],[229.46692]
1,240.18479919433594,676.1368865966797,[260.11573668535794],[8.758902],[229.71118]
2,233.76707458496094,672.2807693481445,[258.2598915723571],[8.69323],[228.83617]
3,237.30845642089844,668.5899467468262,[257.41277111802594],[8.633971],[227.51866]
4,237.47329711914062,665.0068778991699,[257.01894367151834],[8.63958],[227.30135]
5,241.94729614257812,661.675952911377,[257.08153918378764],[8.621617],[227.04887]
6,237.68629455566406,658.3487739562988,[256.99722492428083],[8.627425],[226.93222]
7,233.58673095703125,655.0444259643555,[255.92286445017223],[8.609808],[226.61421]
8,231.6956787109375,651.9940071105957,[254.5290174745632],[8.546616],[225.61937]
9,233.7186279296875,649.3596496582031,[254.67439083553063],[8.56153],[226.28894]
10,230.08251953125,647.3592987060547,[254.07414783902703],[8.561426],[225.21834]
11,224.9910430908203,646.0749015808105,[250.3352271049563],[8.4168825],[222.48442]
12,206.2283172607422,645.4741706848145,[231.01135155493392],[8.01408],[210.63776]
13,321.5059814453125,645.3144264221191,[146.3417594656442],[5.6969447],[149.06792]
14,164.54196166992188,645.2156677246094,[145.1896368194112],[6.415475],[153.08801]
15,182.1812744140625,644.9989624023438,[117.94137579620799],[5.2611194],[120.46906]
16,167.2673797607422,644.8671073913574,[130.59630482754937],[6.3563175],[155.1399]
17,221.5533905029297,644.7547836303711,[113.63792348453559],[5.507647],[125.92274]
18,271.1994323730469,644.6902503967285,[103.72949693021326],[5.396289],[114.36882]
19,156.87203979492188,644.4992637634277,[95.49438814197259],[5.5504756],[117.67604]
20,176.21360778808594,644.3615913391113,[89.72737961304617],[4.994125],[102.032715]
21,168.55126953125,644.2751808166504,[92.74471424103743],[5.481889],[114.66203]
22,223.70362854003906,644.1437873840332,[78.60766354283406],[4.936299],[97.50226]
23,169.5628662109375,644.0029144287109,[81.89896148804416],[5.1967998],[110.330696]
24,153.82623291015625,643.877384185791,[70.46956147444976],[4.932308],[96.48667]
25,163.3093719482422,643.7087287902832,[69.55701266493304],[4.7116437],[86.586]
26,161.84483337402344,643.6035842895508,[77.28746102256093],[6.0142517],[128.64407]
27,168.09005737304688,643.540599822998,[65.43452470590938],[4.716222],[88.51765]
28,208.13841247558594,643.3569946289062,[57.77903034928638],[4.5875554],[76.97574]
29,240.57656860351562,643.2603988647461,[65.43111640531153],[4.935595],[116.48222]
30,187.54063415527344,643.0841674804688,[53.260005655497324],[4.2390733],[78.18861]
31,155.46876525878906,642.8445510864258,[56.89440326436488],[4.6246376],[86.76285]
32,151.56480407714844,642.4626579284668,[50.98445534268485],[4.011094],[59.049038]
33,162.87020874023438,642.1628112792969,[51.37026084293694],[4.204536],[77.79434]
34,169.12734985351562,641.877571105957,[50.12627998296418],[4.3395333],[82.91575]
35,158.83209228515625,641.5712776184082,[52.425767982488665],[4.554527],[84.22629]
36,169.10031127929688,641.0278587341309,[41.458232427860345],[3.6382527],[51.6462]
37,177.85716247558594,640.514476776123,[44.4183255944505],[3.9335582],[63.364655]
38,152.66253662109375,640.0915374755859,[42.47559419852092],[3.9392571],[65.020706]
39,135.8710479736328,639.6513977050781,[46.9498767037472],[4.586924],[88.956825]
40,153.5733642578125,639.2399368286133,[49.784638348973395],[4.637908],[94.572235]
41,148.1975555419922,638.5749282836914,[39.191085540142254],[3.7363298],[62.467]
42,189.09219360351562,637.8329429626465,[37.42016315532144],[3.6684678],[56.632584]
43,141.7678680419922,637.1064567565918,[38.33893885911036],[3.7806666],[58.982162]
44,140.940673828125,636.3976936340332,[41.113419836599206],[4.5082355],[101.63865]
45,162.37527465820312,635.6741561889648,[39.45142441045288],[4.1701584],[72.6508]
46,146.9032440185547,634.8015060424805,[35.39760052741158],[3.6179335],[58.02294]
47,139.17916870117188,633.7093162536621,[33.72242057518291],[3.4045172],[47.97987]
48,134.89529418945312,632.6885643005371,[33.95570782341788],[3.463804],[57.410313]
49,139.01138305664062,631.7244834899902,[36.351624038251224],[3.9277077],[67.81196]
50,124.33759307861328,630.8740997314453,[34.82323536957992],[3.951717],[92.866234]
51,147.5907440185547,629.7955665588379,[31.933685697440918],[3.5420194],[94.07463]
52,140.88540649414062,628.7181282043457,[31.961580245315595],[3.6097028],[66.308685]
53,134.53424072265625,627.9284896850586,[34.55781692004186],[3.7889326],[89.44324]
54,135.67352294921875,627.1630249023438,[34.443573727031016],[3.861245],[64.00588]
55,139.3454132080078,626.3308143615723,[31.927569115254816],[3.662864],[65.36258]
56,131.44078063964844,625.341667175293,[29.468344294428377],[3.0945044],[39.353367]
57,133.16079711914062,624.3385429382324,[31.11424078304683],[3.5420296],[53.79803]
58,166.3750762939453,623.3515777587891,[30.001549995811793],[3.3531172],[55.0]
59,120.49169158935547,622.2880935668945,[30.74848656370198],[3.5274992],[48.17595]
60,126.23921966552734,621.2199325561523,[30.60467252282902],[3.5406075],[56.36408]
61,131.19752502441406,619.8943519592285,[28.16592251502122],[3.1722476],[39.437164]
62,136.00709533691406,618.6166572570801,[29.39336423703645],[3.4732873],[64.25095]
63,122.68321228027344,617.1558227539062,[27.34375017505211],[3.1455224],[43.493313]
64,155.44149780273438,615.9229278564453,[29.158225837651887],[3.5214694],[58.458374]
65,124.099853515625,614.7035255432129,[29.573186466254448],[3.6118422],[58.435852]
66,117.92819213867188,613.3728294372559,[27.359599617758317],[3.240088],[39.747387]
67,119.50360870361328,612.0599403381348,[26.936768292241698],[3.1815798],[47.096863]
68,128.09396362304688,610.8476104736328,[29.826953980501255],[3.7779362],[78.90765]
69,155.819091796875,609.7670593261719,[29.597857625154145],[3.7260005],[69.595146]
70,118.54308319091797,608.4210929870605,[27.60317436594264],[3.4387612],[49.210003]
71,112.22723388671875,606.9669914245605,[27.1648078306494],[3.2349234],[41.384228]
72,125.09561920166016,605.6264038085938,[27.635469752218906],[3.3442922],[46.15883]
73,122.21977996826172,604.2895812988281,[27.82820004699876],[3.5225544],[57.246853]
74,138.6090545654297,602.9149856567383,[28.62834963511965],[3.4225626],[51.57347]
75,125.7611312866211,601.4522247314453,[25.908404820043895],[3.07659],[39.609634]
76,117.25251007080078,599.9546966552734,[27.35501696735523],[3.6742034],[59.777847]
77,120.59931945800781,598.4240646362305,[26.162886748339083],[3.279311],[56.533]
78,114.1000747680664,597.0266265869141,[27.034638484219137],[3.3036027],[46.237568]
79,126.38544464111328,595.4989356994629,[27.300269401460127],[3.3391538],[44.21792]
80,123.25706481933594,594.0314788818359,[25.17034563683732],[2.9774263],[39.68673]
81,109.76882934570312,592.5210456848145,[25.55794891796731],[3.1894367],[42.398914]
82,120.41546630859375,591.0227317810059,[25.36501022388745],[3.3151617],[42.309097]
83,112.32758331298828,589.5024642944336,[25.536105963822312],[3.1944551],[43.28311]
84,118.73179626464844,587.7447052001953,[24.398438424658828],[3.0118234],[33.016907]
85,119.97129821777344,586.2336730957031,[25.672598282236354],[3.381796],[41.74661]
86,110.86907958984375,584.6728820800781,[25.887037451794196],[3.2697952],[45.610203]
87,120.8300552368164,582.7469444274902,[22.914093411325478],[2.5822952],[25.106571]
88,109.96342468261719,581.0530090332031,[24.208432195892218],[3.079717],[38.762245]
89,115.09059143066406,579.3631019592285,[25.33682774885953],[3.257201],[81.320335]
90,110.84515380859375,577.7939987182617,[24.437210574112918],[3.261443],[44.985306]
91,109.95777130126953,576.245662689209,[24.53012074697608],[3.4714158],[59.792454]
92,106.58271789550781,574.4503211975098,[23.329431853703227],[2.8538654],[36.597313]
93,95.48602294921875,572.5377655029297,[22.796400632755162],[2.8203714],[38.597454]
94,92.46199035644531,570.8676109313965,[24.471607661469065],[3.3755069],[48.22819]
95,98.259033203125,569.3786163330078,[23.43934444689349],[3.1385906],[40.030746]
96,109.96340942382812,567.6976661682129,[22.951526588610676],[2.9462824],[32.222275]
97,102.84082794189453,565.9465713500977,[22.583308865684103],[2.8729413],[32.711872]
98,106.3850326538086,564.2829551696777,[23.210304197906577],[3.025218],[39.48856]
99,120.44573211669922,562.6098098754883,[23.45143406997232],[3.3452659],[39.12348]
100,96.80335235595703,560.8705940246582,[23.03753526336079],[2.9189174],[38.92813]
101,106.35762023925781,559.0737113952637,[22.988534524988104],[2.8659165],[31.406708]
102,101.01034545898438,557.6775283813477,[24.950163180126086],[3.7824423],[62.53551]
103,105.4161376953125,555.9466819763184,[22.251362505887123],[2.8216794],[27.386696]
104,118.96292114257812,554.2613372802734,[22.74451975814056],[3.2960534],[50.639206]
105,111.47368621826172,552.5314025878906,[22.390572549111585],[3.219683],[39.357777]
106,95.23263549804688,550.6067276000977,[21.782261984894436],[2.7507758],[29.674387]
107,92.41263580322266,548.607494354248,[21.55963920965427],[2.6042845],[28.926527]
108,101.76289367675781,546.8500556945801,[22.57288000611825],[3.1704865],[43.469532]
109,107.00682830810547,544.8479919433594,[21.674927839778434],[2.7655632],[26.448645]
110,98.25086975097656,542.8224029541016,[20.999631017483985],[2.7324402],[29.60198]
111,84.67229461669922,540.7461471557617,[21.216761834842643],[2.7465796],[27.970877]
112,97.87753295898438,538.7167854309082,[21.402321375942062],[2.8329546],[31.014822]
113,112.31272888183594,536.7086067199707,[20.88799342816578],[2.7100341],[31.310738]
114,115.85728454589844,534.6682472229004,[20.91314939892649],[2.624492],[27.851656]
115,91.78845977783203,532.6078414916992,[20.650878294287],[2.7794642],[28.418158]
116,94.39176177978516,530.6000175476074,[20.692205419005656],[2.7781901],[27.734394]
117,105.79219055175781,528.4090003967285,[20.163868816108117],[2.454906],[20.752378]
118,96.80754089355469,526.4334106445312,[20.57169766002844],[2.754187],[28.052866]
119,89.89328002929688,524.3956642150879,[20.896586476422627],[2.7365208],[31.526667]
120,104.99373626708984,522.6231346130371,[20.8966241673006],[2.82914],[33.79276]
121,96.60015106201172,520.5092849731445,[20.233511398388327],[2.8521724],[36.06237]
122,103.51324462890625,518.5346069335938,[20.533097035266778],[2.7686],[33.342854]
123,79.21467590332031,516.4698371887207,[20.216077408899697],[2.8531597],[29.108974]
124,97.31916046142578,514.427188873291,[19.987950339160253],[2.6888926],[27.013584]
125,96.02586364746094,512.4103317260742,[19.822310365921954],[2.7446568],[31.42599]
126,94.11519622802734,510.0027198791504,[19.352765921404952],[2.500661],[23.39769]
127,95.48554229736328,507.7364730834961,[19.83809498563195],[2.6786542],[44.12724]
128,100.36573791503906,505.3685188293457,[18.933233744539987],[2.4893308],[27.491518]
129,102.29004669189453,503.010311126709,[19.380258384169363],[2.6637602],[28.057495]
130,108.52249145507812,500.9165954589844,[19.448179112626946],[2.6307976],[28.615044]
131,96.96392822265625,498.5062789916992,[18.940993961030166],[2.3077176],[19.23755]
132,90.86414337158203,496.4204444885254,[19.69416567270319],[2.9838755],[37.247425]
133,93.27973937988281,494.2765083312988,[18.96376443526719],[2.6123364],[23.764538]
134,115.57250213623047,491.91079330444336,[18.890425330285066],[2.5145938],[27.394]
135,90.75238037109375,489.5434341430664,[18.748240051480554],[2.5590594],[26.790575]
136,80.57601928710938,486.9331855773926,[18.340272095325098],[2.2526424],[19.313038]
137,101.76233673095703,484.7619400024414,[19.184925154162496],[2.7901444],[32.07984]
138,93.98957824707031,482.7483787536621,[19.188352189173134],[2.8547523],[38.664886]
139,86.87065124511719,480.6820182800293,[18.531308844367075],[2.5829315],[24.787212]
140,89.97574615478516,478.51350021362305,[18.702844306575553],[2.7671506],[31.180653]
141,83.64340209960938,476.4470520019531,[19.0352847286586],[3.0856168],[33.91948]
142,93.03826141357422,474.4154968261719,[18.336791808982277],[2.7008002],[30.2411]
143,85.76044464111328,472.32287216186523,[18.434562967025606],[2.6711385],[27.610518]
144,82.12596893310547,470.2984390258789,[18.981197664118426],[3.1664884],[53.49024]
145,95.87821960449219,467.9858283996582,[17.32048853144503],[2.160262],[16.996246]
146,86.86930847167969,465.8889694213867,[18.549338739542378],[2.8485172],[33.966965]
147,92.39053344726562,463.586612701416,[17.810245338863904],[2.535302],[24.412416]
