,Likelihood_Loss,KL_Loss,Loss,mae,mse
89,140.55612182617188,582.2042541503906,[26.647889665737274],[2.9914145],[42.869858]
90,138.86692810058594,580.7360420227051,[26.58048531567413],[2.9814851],[38.306328]
91,136.89187622070312,579.2376747131348,[26.98189634155679],[3.1487412],[40.760548]
92,124.04637908935547,577.7212104797363,[25.921394277893253],[2.6478095],[23.498943]
93,122.4509506225586,576.3351593017578,[27.81110592041607],[3.4717638],[46.802986]
94,115.27549743652344,574.8926124572754,[25.796762026964018],[2.8693995],[32.72682]
95,113.11570739746094,573.437141418457,[27.301240994441017],[3.1895652],[51.38177]
96,119.55696868896484,571.6865272521973,[24.73057582351317],[2.6124353],[26.567606]
97,127.15510559082031,570.0230979919434,[25.45794921606672],[2.9293425],[32.642582]
98,108.34217834472656,568.5483818054199,[26.701052420887383],[3.0832405],[33.44554]
99,141.12991333007812,567.0866966247559,[26.276879362636112],[3.396921],[56.444523]
100,118.95993041992188,565.5780830383301,[24.702211235276685],[2.978963],[52.357082]
101,119.47364807128906,564.1962890625,[25.922673472866922],[3.3955734],[53.10566]
102,112.98458862304688,562.4001655578613,[24.388723587336152],[2.7094805],[38.14707]
103,121.14585876464844,560.495548248291,[24.128707133578118],[2.6695502],[26.313046]
104,122.78709411621094,559.0005378723145,[25.4594879499006],[3.198974],[38.660587]
105,124.07294464111328,557.3719024658203,[24.617386633324443],[2.860793],[38.74961]
106,110.80973815917969,555.6317481994629,[24.221917848843216],[2.7217987],[31.399775]
107,114.74250793457031,553.8986778259277,[24.07126142099867],[2.7213197],[27.26886]
108,113.0685806274414,552.0453872680664,[23.92135593390009],[2.6238823],[26.438742]
109,114.6107177734375,550.4129333496094,[24.907857537302604],[3.069916],[40.704033]
110,120.2501220703125,548.675106048584,[24.037377401059832],[2.7791092],[32.838585]
111,132.34933471679688,546.817985534668,[23.72840332701014],[2.5656168],[23.898237]
112,120.29489135742188,545.112247467041,[23.828417619289503],[2.6790938],[31.209232]
113,112.42865753173828,543.7220344543457,[25.171288443021055],[3.4285557],[51.805542]
114,118.09263610839844,542.0272026062012,[23.965298738482254],[2.882991],[34.719025]
115,109.89046478271484,540.493709564209,[23.828374479722196],[3.078908],[43.056328]
116,120.93157958984375,538.7230339050293,[23.11921793309911],[2.8985944],[40.481632]
117,122.66084289550781,537.0130348205566,[23.55014914959232],[2.9065955],[30.425573]
118,112.02696990966797,535.1349868774414,[22.776367744756385],[2.5404513],[24.683767]
119,110.7660140991211,533.4188537597656,[23.50923439011089],[2.9837983],[37.65899]
120,113.78876495361328,531.4550704956055,[22.30921753381831],[2.2899806],[20.658792]
121,107.86762237548828,529.6265487670898,[23.12121642563555],[2.7471442],[27.429604]
122,113.29725646972656,527.9035835266113,[22.585972101131787],[2.7055197],[30.467415]
123,118.16018676757812,525.9276542663574,[22.283729971561097],[2.593273],[27.238707]
124,116.28753662109375,524.0617866516113,[22.04635022505932],[2.64191],[26.35575]
125,125.58125305175781,522.030517578125,[21.569374089226503],[2.322469],[21.053217]
126,108.99874877929688,520.094913482666,[22.19551354384231],[2.4527297],[23.881716]
127,96.76298522949219,517.9912910461426,[21.39895363984363],[2.4752293],[26.159554]
128,103.45512390136719,515.9120330810547,[21.24699215927272],[2.560623],[29.67666]
129,107.75553131103516,513.940013885498,[21.480300898038262],[2.4658816],[24.28753]
130,108.04945373535156,512.0784873962402,[22.120408755661344],[2.7383363],[26.155668]
131,111.33027648925781,510.1503105163574,[21.761563546437696],[2.6172075],[33.290577]
132,101.19589233398438,508.4881401062012,[22.238131284647718],[2.8672767],[36.133614]
133,108.55691528320312,506.5356750488281,[21.025351099940227],[2.3929482],[24.645807]
134,121.55464935302734,504.4987678527832,[21.115899083093407],[2.4335353],[20.23441]
135,105.72053527832031,502.63261795043945,[21.868765457816746],[2.6270716],[25.515276]
136,105.95277404785156,500.72043228149414,[21.25970223985924],[2.7519171],[29.692204]
137,110.52747344970703,498.70849609375,[20.728068983214808],[2.464253],[22.844946]
138,110.26863098144531,496.7313041687012,[20.63062513293866],[2.4907854],[21.635126]
139,95.27601623535156,494.63392639160156,[20.32447105826053],[2.3840957],[23.07481]
140,93.22987365722656,492.68130111694336,[21.06243071163899],[2.7357152],[34.013046]
141,92.4333267211914,490.59368896484375,[20.013342945835195],[2.3741882],[20.48625]
142,92.76284790039062,488.4453544616699,[20.328273931126684],[2.397962],[20.463312]
143,101.79704284667969,486.4661674499512,[20.512980232671897],[2.540727],[24.922174]
144,101.15715789794922,484.37854385375977,[19.742456318367488],[2.196664],[17.85591]
145,104.99507904052734,482.31450271606445,[20.06324661157693],[2.3781033],[26.208597]
146,98.88334655761719,480.37407302856445,[20.49835320121197],[2.8830278],[55.354668]
147,111.74333190917969,478.3633575439453,[20.112779117627543],[2.5450137],[24.314953]
148,113.04825592041016,476.00318908691406,[19.305186588854646],[2.0951774],[17.322004]
149,117.51289367675781,473.9384002685547,[19.78648928756101],[2.3569767],[22.841755]
150,107.17252349853516,471.5427131652832,[19.12977018438195],[2.0515661],[14.465269]
151,102.62237548828125,469.28902435302734,[19.505713098103964],[2.4517665],[25.396381]
152,113.40015411376953,467.4409980773926,[19.720675998498645],[2.5058258],[23.962965]
153,102.67405700683594,465.57310485839844,[19.997275878834415],[2.6788032],[39.126637]
154,97.70106506347656,463.50390243530273,[19.17210091015402],[2.3404272],[23.485449]
155,90.04850769042969,461.4359321594238,[19.092336663114367],[2.374144],[22.374945]
156,112.3075180053711,459.54893493652344,[19.602924543416126],[2.7921786],[28.594114]
157,119.91223907470703,457.6922378540039,[19.597821929454142],[2.7375426],[44.903797]
158,86.4531478881836,455.78644943237305,[19.13658433606241],[2.4668417],[21.752216]
159,107.02381134033203,453.9150161743164,[20.050448941907142],[3.093242],[54.956505]
160,98.18950653076172,451.6010055541992,[18.052819856544904],[1.9222771],[13.8976755]
161,88.35689544677734,449.5772018432617,[19.412130316219578],[2.6099336],[30.333462]
162,101.58627319335938,447.4275207519531,[18.37552514045861],[2.2508142],[23.181438]
163,93.7911605834961,445.1879577636719,[18.418417176062036],[2.1362438],[16.078852]
164,112.24337005615234,442.76758193969727,[18.07349006042227],[1.9074702],[12.633914]
165,96.63008117675781,440.74162673950195,[18.684749486538156],[2.3853934],[24.318289]
166,95.61895751953125,438.5519142150879,[18.211573713540833],[2.4003108],[24.051239]
167,103.5516128540039,436.48822021484375,[18.406642481746584],[2.4165492],[23.794842]
168,99.99944305419922,434.26561737060547,[17.634753480508234],[2.0987442],[15.065586]
169,115.52267456054688,432.16505432128906,[17.993132282511674],[2.3716154],[31.755962]
170,113.71687316894531,430.0070037841797,[17.599665177756485],[2.135519],[16.32927]
171,106.77239227294922,427.7107391357422,[17.33240430172181],[2.0273657],[14.104994]
172,93.15744018554688,425.56481170654297,[17.451971256907907],[2.234331],[22.864838]
173,90.36235046386719,423.35923767089844,[17.271931375964662],[2.10878],[16.998636]
174,99.69306182861328,421.42813873291016,[17.956026589101253],[2.6705816],[34.06201]
175,96.41102600097656,419.5954360961914,[17.789337964244115],[2.3437097],[27.263752]
176,115.60016632080078,417.6586723327637,[17.750677764795388],[2.4133847],[27.30602]
177,112.86921691894531,415.7343864440918,[17.678255935548513],[2.5222735],[25.425987]
178,106.95004272460938,413.81943130493164,[17.38571552581914],[2.28827],[18.42632]
179,106.92738342285156,411.73058319091797,[16.98330496579648],[2.3119156],[22.229576]
180,103.2662353515625,409.6262741088867,[16.90789211308055],[2.386453],[24.897831]
181,106.06133270263672,407.59568786621094,[16.79428248404136],[2.3027065],[33.41902]
182,90.34204864501953,405.42317962646484,[16.705377772586626],[2.1726303],[22.561941]
183,96.72783660888672,403.4470443725586,[17.159847311285585],[2.427988],[24.397974]
184,89.75147247314453,401.4319267272949,[16.465966459193478],[2.1177611],[14.322256]
185,92.76787567138672,399.3955497741699,[16.50926147858148],[2.2092953],[20.033857]
186,91.41145324707031,397.45214462280273,[16.653420170203233],[2.299702],[30.998938]
187,95.70590209960938,395.5520706176758,[16.820554284302027],[2.3384526],[16.635105]
188,96.89696502685547,393.4349021911621,[16.44088392408229],[2.2217748],[23.033012]
189,87.67350006103516,391.343448638916,[16.210556267173427],[2.01917],[14.825353]
190,91.6502685546875,389.3149070739746,[16.0034501390819],[2.1074805],[15.5162525]
191,99.67022705078125,387.34062576293945,[16.494313917474315],[2.4453886],[25.417786]
192,94.20079040527344,385.32928466796875,[15.74352955217343],[2.076107],[16.865732]
193,88.86251068115234,383.5853958129883,[16.458497220411488],[2.5518184],[26.085058]
194,105.36424255371094,381.5394973754883,[15.784897348419248],[1.9729661],[13.947277]
195,111.22636413574219,379.6398239135742,[16.104303401713555],[2.3199093],[22.55934]
196,118.37737274169922,377.7045440673828,[15.952185066675288],[2.2255251],[18.153046]
197,106.08523559570312,375.64979553222656,[15.743474639970753],[2.038372],[14.68379]
198,101.92584991455078,373.80814361572266,[16.0150976672261],[2.442103],[25.736229]
199,99.22412109375,371.93244552612305,[15.635605890511211],[2.2651813],[22.08806]
200,109.13361358642578,370.20449447631836,[15.622932905240985],[2.2554395],[18.95064]
201,92.2078857421875,368.1453170776367,[15.080288403980358],[1.9008365],[14.691865]
202,106.57866668701172,366.0656967163086,[15.207402895375719],[2.0705414],[16.620497]
203,100.574462890625,363.8847961425781,[15.07070301312616],[1.9351214],[14.351045]
204,93.23391723632812,361.9432067871094,[15.183227454549684],[2.2706072],[19.363375]
205,90.16535949707031,360.2212791442871,[15.416227740021302],[2.3997238],[27.243223]
206,103.83037567138672,358.3166198730469,[15.267203925488497],[2.2803307],[25.550987]
207,101.87579345703125,356.3678321838379,[14.659607185283482],[2.020906],[17.136908]
208,91.70925903320312,354.4946479797363,[14.923785617166],[2.2838104],[23.062792]
209,108.05584716796875,352.490665435791,[14.30407429771455],[1.9346203],[14.121321]
210,86.9974594116211,350.48954010009766,[14.267573127915608],[1.8960752],[10.788192]
211,91.10689544677734,348.5289306640625,[14.427505441928167],[2.072551],[18.926401]
212,93.69802856445312,346.84839630126953,[14.982720251725143],[2.4432428],[25.870762]
213,88.42127990722656,345.08072662353516,[14.356839879072131],[1.9973048],[17.547636]
214,123.00265502929688,343.2209663391113,[14.508280926548322],[2.0924072],[14.203125]
215,78.37523651123047,341.5780372619629,[14.942895993866838],[2.6965892],[32.504547]
216,132.8958282470703,339.8096466064453,[14.44146241563339],[2.286131],[26.184422]
217,121.22501373291016,337.900691986084,[13.844320101277118],[1.8307881],[12.217278]
218,86.99168395996094,336.02649307250977,[14.19665420144524],[2.1402442],[17.429182]
219,94.7449951171875,334.2530212402344,[14.126538080180064],[2.268109],[22.480425]
220,83.40010833740234,332.4820899963379,[13.995400267405314],[2.2163584],[19.965542]
221,102.9192123413086,330.57211685180664,[13.686391356644357],[2.0640554],[17.352758]
222,81.47721099853516,328.5500373840332,[13.645826709729356],[1.8182474],[11.677562]
223,88.85973358154297,326.6963081359863,[13.815476456892783],[2.0175502],[17.635471]
224,99.3828353881836,324.8719177246094,[13.502842281703902],[2.0962076],[18.839365]
225,98.1478042602539,323.2479362487793,[13.918574574580651],[2.357414],[27.889694]
226,110.77349090576172,321.51514434814453,[13.66572371905149],[2.1052265],[20.71031]
227,93.3833236694336,319.80956649780273,[13.489791009142866],[2.2355525],[23.131685]
228,105.2501449584961,318.17344665527344,[13.555348345593579],[2.086365],[15.6244955]
229,109.43144226074219,316.4688262939453,[13.32357923280034],[2.140739],[22.54221]
230,93.18012237548828,314.6617660522461,[13.117322552273459],[1.906379],[13.589555]
231,90.12364959716797,313.05157470703125,[13.71385631835946],[2.3702965],[23.473886]
232,101.85430145263672,311.4366912841797,[13.352445967142616],[2.333216],[22.269272]
233,98.86819458007812,309.7953567504883,[13.046406046831189],[2.0146782],[16.14958]
234,82.29588317871094,308.2461051940918,[13.252169907241607],[2.2858627],[19.999178]
235,91.92877960205078,306.498722076416,[12.937289691440157],[1.915364],[17.627766]
236,104.99027252197266,305.00207138061523,[13.352476734033552],[2.3085186],[18.780777]
237,86.93032836914062,303.3049545288086,[12.85549783587819],[2.0431826],[16.52389]
238,99.46015930175781,301.66797637939453,[12.77893535452383],[2.09818],[17.23341]
239,94.14230346679688,300.20073318481445,[13.08463444679406],[2.3680375],[23.098368]
240,97.81529235839844,298.6913719177246,[12.836647411358056],[2.1392627],[19.911148]
241,104.0561752319336,297.0870552062988,[12.510513433225595],[2.1317048],[24.46107]
242,90.74226379394531,295.421817779541,[12.563223486493348],[2.0942404],[17.358147]
243,95.1998519897461,293.73295974731445,[12.576915880941149],[2.0062678],[16.096066]
244,96.10189819335938,292.06696701049805,[12.493247680801396],[1.9825354],[13.369258]
245,89.5516586303711,290.4618797302246,[12.347171150393448],[2.067354],[17.02957]
246,90.22946166992188,288.80390548706055,[12.293441061232764],[2.074117],[15.088617]
247,100.80496215820312,287.2794380187988,[12.47656873546126],[2.2598429],[19.085737]
248,97.69568634033203,285.5172882080078,[11.987041292742527],[1.8226975],[11.688185]
249,100.90252685546875,283.84791564941406,[12.145887106021531],[2.081855],[19.888302]
250,92.75902557373047,282.3691825866699,[12.182926761116951],[2.170852],[21.571945]
251,91.73596954345703,280.6556053161621,[11.769290257477424],[1.7608256],[12.761888]
252,72.46357727050781,278.9395637512207,[11.843031728475651],[1.8551053],[10.513665]
253,97.92890167236328,277.3987274169922,[11.910738924143223],[2.135556],[17.922178]
254,100.30585479736328,275.8035202026367,[11.730625796469914],[1.8976362],[14.02663]
255,109.65172576904297,274.2804756164551,[11.750080543883584],[2.0067084],[16.513872]
256,100.94239807128906,272.8016052246094,[11.74752661779758],[2.0449352],[17.00796]
257,114.06201171875,271.1808090209961,[11.345257573430144],[1.794832],[9.502679]
258,99.33715057373047,269.5684051513672,[11.603425947921952],[2.0357265],[19.71461]
259,93.00982666015625,268.2104034423828,[11.847265439494366],[2.226363],[20.734121]
260,102.0382080078125,266.74524307250977,[11.462991321228838],[2.0141287],[18.569132]
261,106.92748260498047,265.2864570617676,[11.698362143935672],[2.0095828],[16.292511]
262,83.17346954345703,263.72508239746094,[11.261132859879998],[1.9018244],[15.949104]
263,102.23857116699219,262.3350639343262,[11.721380422333871],[2.1903691],[16.549768]
264,92.47803497314453,261.00169372558594,[11.640583246706992],[2.4264681],[27.072931]
265,108.83832550048828,259.6664276123047,[11.289473537856011],[2.157895],[22.72182]
266,89.42221069335938,258.1405715942383,[10.886049870670881],[1.9063584],[15.416889]
267,92.48372650146484,256.5083351135254,[10.918355249295569],[1.8590288],[12.483349]
268,94.97319030761719,255.07772827148438,[10.937054458466042],[2.0193887],[15.97138]
269,103.96061706542969,253.81433486938477,[11.403584602301024],[2.273725],[18.889114]
270,103.19346618652344,252.39168167114258,[11.195719827743357],[2.0221214],[14.004583]
271,83.24158477783203,250.95016860961914,[10.805915699147743],[1.895058],[13.642104]
272,97.09986114501953,249.60876083374023,[10.91995416259343],[2.239182],[22.477276]
273,98.90592956542969,248.27656936645508,[10.858239571099398],[2.2880168],[25.718637]
274,127.67977905273438,246.90220642089844,[10.719961623543353],[2.203989],[21.033564]
275,95.8109359741211,245.6148681640625,[10.749656163302527],[2.1371493],[20.169754]
276,111.69218444824219,244.2144012451172,[10.61882000344508],[1.9922882],[16.790735]
277,79.01814270019531,242.8176040649414,[10.564864904984184],[2.0751336],[16.129282]
278,82.36354064941406,241.22166061401367,[10.182317059510833],[1.719889],[11.7668085]
279,102.88015747070312,239.69284439086914,[10.184224326535956],[1.8295677],[11.847107]
280,91.1696548461914,238.36104202270508,[10.537818522837577],[2.1107378],[17.235117]
281,84.79081726074219,237.05636596679688,[10.47790038120182],[2.029968],[18.890244]
282,86.58139038085938,235.73522186279297,[10.510416920645287],[1.8972136],[14.431349]
283,105.41192626953125,234.52209854125977,[10.286717875186707],[2.124629],[20.334972]
284,99.66583251953125,233.24907684326172,[10.335625773683145],[2.266658],[31.362764]
285,91.67554473876953,231.8136329650879,[10.00411701545726],[1.8124146],[12.617543]
286,106.61030578613281,230.6894760131836,[10.830480668261519],[2.701227],[31.781494]
287,98.73363494873047,229.42424392700195,[10.122616790067916],[1.8976904],[12.168153]
288,92.22645568847656,228.08420181274414,[10.114308137769548],[2.0424175],[17.996515]
289,98.95198822021484,226.7511329650879,[9.972473320159446],[2.0793395],[16.222246]
290,75.48391723632812,225.39630889892578,[10.09105546835617],[2.0480921],[21.336279]
291,70.19513702392578,224.08438110351562,[9.855847444801045],[2.151263],[21.455084]
292,91.43505096435547,222.95061492919922,[10.235042142326632],[2.2878828],[23.291105]
293,106.2907485961914,221.71636581420898,[9.745059897846147],[2.0629816],[20.386093]
294,94.52508544921875,220.57254791259766,[9.936514008774779],[2.0955997],[18.564835]
295,102.37730407714844,219.29010772705078,[9.63287971885341],[2.007892],[18.583654]
296,108.90625762939453,217.94260787963867,[9.601571043453465],[1.7607018],[12.722118]
297,101.50735473632812,216.6698226928711,[9.957795784104336],[2.0871005],[19.011053]
298,97.19007873535156,215.41717910766602,[9.551722144658003],[1.9755251],[15.882977]
299,87.90839385986328,214.09557723999023,[9.354797289596638],[1.8768785],[13.707206]
300,102.09297180175781,212.78035354614258,[9.51510897081534],[1.8836865],[13.314036]
301,105.87327575683594,211.77826690673828,[9.598539731668257],[2.1305852],[21.888083]
302,104.77167510986328,210.64115524291992,[9.277732993056985],[1.9950238],[15.604947]
303,95.15686798095703,209.3507308959961,[9.181595895007124],[2.0293922],[18.922548]
304,90.75321960449219,208.12118911743164,[9.218433181521833],[1.8262202],[10.251545]
305,111.24600982666016,206.86597442626953,[9.209904924385834],[1.8595401],[12.538723]
306,95.45260620117188,205.69097518920898,[9.300899706069071],[1.9251796],[14.734214]
307,94.44236755371094,204.57552337646484,[9.403058487568098],[2.232927],[23.043116]
308,91.29846954345703,203.3471221923828,[8.762489087757922],[1.8225133],[13.068894]
309,93.9521484375,202.10503005981445,[9.173847874324759],[1.9042487],[12.828775]
310,83.0733871459961,200.94761657714844,[9.33455254674387],[2.088485],[19.35601]
311,102.82376098632812,199.8597755432129,[9.311034677960278],[2.2916374],[29.332447]
312,99.38491821289062,198.80442810058594,[8.980355046984563],[2.1022809],[17.63008]
313,79.81774139404297,197.79119491577148,[9.484699979511134],[2.3094661],[21.99611]
314,96.15387725830078,196.71841430664062,[8.989899922658518],[1.974722],[21.968891]
315,79.814208984375,195.52308654785156,[8.629627753611384],[1.751314],[11.257425]
316,95.45215606689453,194.43027877807617,[8.90266884069831],[2.1681433],[21.317715]
317,106.94905853271484,193.22904586791992,[8.76138749937376],[1.9895216],[17.685806]
318,111.181884765625,192.08437728881836,[8.808434426966086],[1.9736149],[14.074427]
319,94.96175384521484,191.08604049682617,[9.348209482782998],[2.320045],[30.179588]
320,96.4053955078125,189.96580123901367,[8.594686640097937],[1.9430798],[16.66899]
321,95.7919921875,188.8681869506836,[8.736180238663012],[1.9687713],[13.445867]
322,96.37698364257812,187.71406936645508,[8.425693361688538],[1.8144404],[14.931517]
323,96.9483871459961,186.63172149658203,[8.429265933959842],[2.0151515],[19.465883]
324,89.7412338256836,185.4993667602539,[8.297445524369406],[1.8823012],[16.104984]
325,87.68592071533203,184.39472579956055,[8.464359582147253],[1.898702],[14.216503]
326,81.4511489868164,183.36426544189453,[8.604088373905205],[2.0992265],[20.918856]
327,114.0565414428711,182.36238861083984,[8.613547706762466],[2.1749797],[20.568954]
328,81.60535430908203,181.35623168945312,[8.438485484676525],[2.0260315],[15.268667]
329,81.67414093017578,180.4438934326172,[8.808946741548347],[2.3086336],[25.840147]
330,88.90859985351562,179.46754455566406,[8.171937786156171],[1.879179],[14.593171]
331,111.1185531616211,178.46202087402344,[8.325197075912742],[1.9645748],[16.236803]
332,79.22090148925781,177.38126754760742,[8.245847669805856],[1.8505275],[12.144887]
333,85.25382995605469,176.51352310180664,[8.446234297402444],[2.144872],[17.55586]
334,100.75982666015625,175.5010108947754,[8.133982001827285],[1.8465374],[13.7771]
335,95.51649475097656,174.4778289794922,[7.898663793762976],[1.8533312],[15.166838]
336,89.28900909423828,173.44114685058594,[8.0335284940624],[1.9402598],[13.742998]
337,110.29139709472656,172.49932098388672,[8.191219475882695],[2.0914354],[15.516469]
338,90.49816131591797,171.60486221313477,[8.03748139196801],[2.197075],[22.720835]
339,114.66294860839844,170.59597778320312,[7.8756002419809],[1.8145012],[13.064121]
340,94.06172943115234,169.80699157714844,[8.475904407411425],[2.2966905],[25.055803]
341,89.85952758789062,168.90797805786133,[7.971660717541872],[2.0688434],[25.113907]
342,98.35326385498047,167.84090423583984,[7.674500350376404],[1.9572154],[20.184734]
