,Likelihood_Loss,KL_Loss,Loss,mae,mse
204,114.93720245361328,402.54047775268555,[18.494819141653533],[2.2815762],[19.761604]
205,97.71989440917969,400.6203384399414,[18.313753687446674],[2.525335],[41.790195]
206,104.79068756103516,398.6627655029297,[18.01083560527583],[2.4094107],[26.72853]
207,114.63079071044922,396.853816986084,[18.38593907923296],[2.6148458],[35.326153]
208,94.90957641601562,395.0009994506836,[17.994007760480972],[2.249208],[19.518507]
209,111.8982925415039,393.1548309326172,[17.90415431861149],[2.3054872],[21.313124]
210,95.13279724121094,391.17491912841797,[17.909890462201975],[2.364605],[24.332113]
211,99.05409240722656,389.3425941467285,[18.109521264142632],[2.602495],[36.659584]
212,100.0454330444336,387.4460334777832,[17.352752887681174],[2.1586366],[19.542253]
213,104.82172393798828,385.45114517211914,[17.59751784911658],[2.5215507],[31.24709]
214,96.3848648071289,383.52497482299805,[17.249697886788397],[1.9645358],[13.346138]
215,100.66515350341797,381.8133964538574,[18.064549492526332],[2.813141],[32.937607]
216,118.69619750976562,380.1289405822754,[17.50875729098411],[2.5409698],[34.193375]
217,125.09819030761719,378.2488327026367,[17.287316483916577],[2.2936647],[23.986078]
218,103.8935317993164,376.4303207397461,[17.37467387981497],[2.378492],[29.156534]
219,118.96427154541016,374.4196434020996,[16.78637594597911],[1.9463271],[13.250757]
220,111.15983581542969,372.3631248474121,[16.854242038080447],[1.973314],[16.326733]
221,93.64070129394531,370.5319137573242,[17.126333117999195],[2.3577583],[25.991066]
222,105.70369720458984,368.60527420043945,[16.867944190917893],[2.2887025],[19.12743]
223,99.2918930053711,367.0577583312988,[17.317132150693507],[2.7287776],[39.49812]
224,104.25334930419922,365.3390579223633,[16.927241730234613],[2.4220567],[22.889097]
225,101.67247009277344,363.46157455444336,[16.44279965220303],[2.2015007],[21.378998]
226,92.29317474365234,361.6865692138672,[16.734062003266715],[2.1978679],[25.27808]
227,115.77066040039062,359.89381408691406,[16.721251685753032],[2.3334482],[22.16564]
228,125.98780059814453,358.0666198730469,[16.073972867729484],[2.0608408],[16.607864]
229,109.00663757324219,356.11866760253906,[16.197878061366243],[2.0171108],[17.492586]
230,97.13473510742188,354.3723678588867,[16.73141756310407],[2.5770574],[30.54445]
231,111.69258117675781,352.5972328186035,[16.079654600762762],[2.1981363],[19.837402]
232,95.8201904296875,350.8387794494629,[16.05112125046519],[2.3009126],[21.59397]
233,100.09786224365234,348.93811416625977,[15.613093644105133],[2.0128431],[16.348104]
234,87.13619995117188,347.11059951782227,[15.749417357876649],[2.1636038],[20.569956]
235,106.03864288330078,345.2152099609375,[15.525174419452435],[2.126357],[20.133087]
236,108.59161376953125,343.2594299316406,[15.650875016927571],[2.1298273],[19.00443]
237,102.55596160888672,341.61731719970703,[15.905826330625636],[2.353627],[28.981857]
238,106.33068084716797,339.85146713256836,[15.531446259475679],[2.0584395],[18.960335]
239,95.7906265258789,338.06191635131836,[15.634752722485743],[2.3323185],[23.110233]
240,94.36695098876953,336.43012619018555,[15.869858409178823],[2.50548],[30.042906]
241,100.79192352294922,334.7665557861328,[15.498520081379644],[2.3311756],[22.356543]
242,98.20738983154297,333.1896324157715,[15.44754632842886],[2.2806358],[24.47815]
243,124.36414337158203,331.5060272216797,[15.500172590372083],[2.2561374],[24.191425]
244,122.99455261230469,329.8632698059082,[15.089925765991211],[2.2194345],[17.956654]
245,80.96002960205078,328.15806579589844,[15.00682568271],[2.0853407],[18.65342]
246,86.55081939697266,326.44297790527344,[14.977777864194108],[2.1235542],[19.278486]
247,126.01882934570312,324.7026901245117,[14.776989831648267],[2.0284142],[15.138692]
248,110.64210510253906,323.0138511657715,[15.1911201042227],[2.3156292],[28.157764]
249,99.12879180908203,321.35179901123047,[14.830481340028737],[2.1604145],[22.046673]
250,106.2484130859375,319.7566909790039,[14.719670585989585],[2.3910182],[26.407246]
251,97.2808837890625,318.2978210449219,[15.168598371894728],[2.5173602],[28.106081]
252,97.50508880615234,316.6522560119629,[14.632271095623738],[2.0931523],[20.08246]
253,101.20293426513672,314.82511138916016,[14.14707612903193],[1.9231781],[15.922864]
254,94.51778411865234,313.1615104675293,[14.451792546576067],[2.1551704],[20.73628]
255,110.87203216552734,311.72175216674805,[14.823406764774946],[2.6553967],[25.915882]
256,120.24006652832031,310.2115783691406,[14.504758180252798],[2.2195752],[23.462313]
257,112.99329376220703,308.5447235107422,[14.257823657343142],[2.0342197],[17.246588]
258,101.09711456298828,307.2000198364258,[14.83375885012116],[2.4910202],[25.207558]
259,112.9701156616211,305.77732849121094,[14.368678638836666],[2.4511514],[28.796335]
260,95.37535858154297,304.32418060302734,[14.238061749780906],[2.1884058],[18.722118]
261,94.25072479248047,302.8315544128418,[14.18139559768705],[2.2855],[21.503473]
262,93.17550659179688,301.2063522338867,[13.949526008234594],[2.038585],[21.004568]
263,101.52056884765625,299.74381256103516,[14.377162235868763],[2.3547869],[23.307356]
264,104.24796295166016,298.1558723449707,[13.736216180793166],[2.178074],[20.585875]
265,103.20126342773438,296.7040710449219,[14.002535405749533],[2.3515873],[26.362894]
266,106.6541519165039,295.18591690063477,[13.869377995301233],[2.2796843],[25.694265]
267,95.16449737548828,293.7832908630371,[13.664494516228132],[2.1029031],[19.84331]
268,97.00633239746094,292.2911605834961,[13.660432760904985],[2.1364472],[21.980074]
269,96.68929290771484,290.8326759338379,[13.562507698143696],[2.1892295],[17.385206]
270,89.95775604248047,289.3745307922363,[13.538462426731488],[2.1830573],[18.277805]
271,82.86669158935547,287.7799606323242,[13.47265066897803],[2.0900292],[15.033106]
272,105.98735046386719,286.24281311035156,[13.35449003570989],[2.0573912],[19.470913]
273,104.57583618164062,284.8249816894531,[13.612694838424561],[2.4314065],[26.2336]
274,125.92692565917969,283.4499206542969,[13.191683684024117],[2.2505212],[21.183182]
275,81.3841781616211,281.98561096191406,[13.161205714232233],[2.1154504],[17.596354]
276,112.16577911376953,280.66201400756836,[13.471552403415345],[2.3962858],[26.775927]
277,81.74417877197266,279.20822525024414,[13.240283674615],[2.230469],[22.801666]
278,91.15908813476562,277.70003509521484,[13.05099519857711],[2.0796745],[20.026276]
279,96.93528747558594,276.30895614624023,[13.054851154743414],[2.1628554],[23.684473]
280,95.44176483154297,274.8166313171387,[12.890354812255408],[2.0957828],[20.606783]
281,108.90341186523438,273.27228927612305,[12.85528051831145],[2.1211889],[18.011078]
282,102.0877685546875,271.8194885253906,[12.590335690820945],[2.1927357],[20.406672]
283,117.8949203491211,270.27196884155273,[12.617724720666384],[1.8761278],[13.427774]
284,114.37075805664062,268.7581558227539,[12.397056425638722],[1.9588768],[13.767713]
285,94.95714569091797,267.478759765625,[13.005782238436716],[2.4165235],[27.177784]
286,112.07340240478516,266.1141357421875,[12.456711906014734],[2.0717008],[19.381311]
287,114.19300079345703,264.69188690185547,[12.286388919592932],[2.0666416],[21.361654]
288,88.86168670654297,263.35168838500977,[12.678111374855629],[2.346945],[24.53531]
289,97.7408447265625,262.08972930908203,[12.780611232703508],[2.3315547],[25.813486]
290,87.11248016357422,260.73329162597656,[12.105547322069357],[1.9373617],[14.929018]
291,86.99217224121094,259.5190010070801,[12.796145718845407],[2.3535213],[26.9482]
292,80.89849853515625,258.0554084777832,[12.228062433441407],[2.0058544],[18.57782]
293,104.81968688964844,256.70384216308594,[12.449030523599847],[2.2707],[22.089905]
294,85.99805450439453,255.4479866027832,[12.558034973238547],[2.406586],[27.085138]
295,101.37403869628906,254.07311630249023,[11.900370124821595],[2.0433526],[20.37707]
296,105.75697326660156,252.75486373901367,[12.039290091466992],[2.2101662],[21.655083]
297,106.60304260253906,251.44485473632812,[11.811684947504501],[1.9630048],[15.185965]
298,113.9510269165039,250.01168060302734,[11.757300445641254],[1.9340192],[13.135106]
299,104.7455825805664,248.57151412963867,[11.585291975894535],[1.9510059],[14.806093]
300,101.33141326904297,247.4227066040039,[12.324310622388612],[2.6451359],[34.165623]
301,116.9928207397461,246.12860488891602,[12.07442776920321],[2.361149],[27.50263]
302,108.68885040283203,244.85773468017578,[11.64703479609369],[2.048078],[18.972197]
303,88.09696197509766,243.5649757385254,[11.568396148752152],[2.2090569],[19.758472]
304,97.05167388916016,242.26666641235352,[11.581189032182676],[2.242888],[31.269457]
305,112.27092742919922,240.88661193847656,[11.262024337688642],[2.0492198],[19.902328]
306,96.61188507080078,239.5333480834961,[11.376151906951886],[2.1271904],[20.763895]
307,94.89839172363281,238.2622184753418,[11.32093839063662],[2.1066954],[18.907246]
308,96.9415512084961,237.07265853881836,[11.562831745864576],[2.1704822],[23.109724]
309,96.41036987304688,235.82129287719727,[11.31255653884333],[2.0578346],[17.431625]
310,103.71343231201172,234.52187728881836,[11.049019262956676],[1.9325635],[18.745525]
311,88.32574462890625,233.114013671875,[10.8577756640798],[1.9294274],[16.679354]
312,93.57807159423828,231.90701293945312,[11.388374812207836],[2.205962],[17.221481]
313,95.93114471435547,230.79962539672852,[11.577389513204954],[2.552731],[31.950544]
314,110.3249740600586,229.69482803344727,[11.259677224150426],[2.3169396],[27.136745]
315,101.57244873046875,228.45403671264648,[10.999255695683825],[2.0420911],[20.54899]
316,109.48240661621094,227.22418975830078,[10.84775718141322],[2.025258],[18.511007]
317,104.81987762451172,226.01192092895508,[10.775971839256075],[2.056913],[18.871595]
318,109.67664337158203,224.73648834228516,[10.75720901042682],[2.0273635],[18.069492]
319,107.74789428710938,223.64104461669922,[11.164926624121815],[2.5940382],[42.863987]
320,98.53962707519531,222.40198135375977,[10.619566797549094],[1.8308052],[15.008484]
321,107.3709945678711,221.1219940185547,[10.66768946915002],[1.9307405],[13.0641165]
322,107.26811218261719,219.93564987182617,[10.692356542092522],[2.2935545],[25.081554]
323,101.33683776855469,218.8209571838379,[10.848048737220976],[2.3819654],[29.610817]
324,99.52508544921875,217.6687126159668,[10.872919096743994],[2.2730546],[21.327915]
325,88.05558776855469,216.55286407470703,[10.841397127397107],[2.2099156],[25.016838]
326,98.58649444580078,215.43354415893555,[10.3141399637388],[1.9030164],[14.840172]
327,114.20634460449219,214.3401756286621,[10.51288247887029],[2.1764238],[24.14692]
328,92.18424224853516,213.27621841430664,[10.469328800396498],[2.2818248],[24.756979]
329,94.04069519042969,212.13684844970703,[10.266284539533558],[1.9849309],[18.831923]
330,85.53455352783203,210.8626480102539,[9.997786723458319],[1.8289292],[16.92493]
331,108.13224029541016,209.5317726135254,[10.20657777463075],[1.9197036],[17.30532]
332,93.70609283447266,208.5843505859375,[10.898300438256301],[2.6650045],[39.55816]
333,95.00177764892578,207.47366333007812,[9.906542344954156],[1.9209291],[19.785944]
334,106.5236587524414,206.26520156860352,[10.01390451923683],[2.048397],[20.599503]
335,97.0887680053711,205.17798614501953,[10.305288947076615],[2.1880624],[19.80786]
336,92.11066436767578,204.07220458984375,[9.608834568101244],[1.8757071],[13.237765]
337,112.2957763671875,202.96602249145508,[9.854662090191045],[2.015626],[17.050373]
338,85.17970275878906,201.75428771972656,[9.496791143293963],[1.7949622],[14.6216955]
339,116.696533203125,200.67860794067383,[9.932287907203772],[2.1548395],[19.177895]
340,117.6261215209961,199.497802734375,[9.614966675152546],[1.798566],[16.089731]
