,MAE,RMSE,R,Lag
2014/15,5.149,6.817,0.87,6.0
2015/16,1.994,3.377,0.898,9.0
2016/17,1.991,2.349,0.925,-16.0
2017/18,4.562,8.51,0.97,5.0
Average,3.424,5.263,0.916,9.0
