,loss,mae,mse
0,1532.577926085342,8.734185218811035,239.83053588867188
1,8.63744713728224,38.379615783691406,158229.0625
2,3.8498841644524204,41.82773208618164,103717.2578125
3,3.6534788423320164,15.701306343078613,1590.7266845703125
4,3.6257835815802264,13.531310081481934,1021.0452880859375
5,3.3483853782056836,12.364526748657227,652.510986328125
6,3.2854596946665504,10.917923927307129,479.7909240722656
7,3.0737238930544497,9.910186767578125,474.3442687988281
8,3.0072735729281037,8.946314811706543,328.9014892578125
9,2.857021173282416,8.030587196350098,268.53265380859375
10,2.7916985444567444,8.052189826965332,280.0773010253906
11,2.786124160366503,8.164790153503418,301.29107666015625
12,2.6886923622741024,7.569055557250977,278.7349548339844
13,2.5994624557029393,6.676945209503174,221.03115844726562
14,2.5972724053491896,6.846449851989746,229.62246704101562
15,2.492537878991232,6.440669059753418,212.03692626953125
16,2.4785091522398854,6.376567363739014,210.030517578125
17,2.3921163582246128,5.905024528503418,199.76902770996094
18,2.3385869448510443,5.420346736907959,156.1443328857422
19,2.2522968589664165,5.168987274169922,170.36541748046875
20,2.2536066036245535,5.104947566986084,143.8367919921875
21,2.1732202782879657,4.641881942749023,124.23273468017578
22,2.129718191748057,4.404590129852295,114.41511535644531
23,2.084514206045873,4.1118950843811035,94.38797760009766
24,2.1515939836364475,4.50248384475708,129.75396728515625
25,2.0571822197932117,4.151660442352295,109.075927734375
26,1.9446443812828615,3.68818736076355,80.32640838623047
27,2.0572818157807835,3.960080146789551,98.3394775390625
28,1.9746961651843342,3.7423391342163086,94.3900375366211
29,1.9697003433363023,3.5675930976867676,78.44132232666016
30,1.941231622018507,3.4333057403564453,68.71202087402344
31,1.898880217369071,3.3287863731384277,62.545440673828125
32,1.8556752010402615,3.0253984928131104,46.970977783203125
33,1.851054466921799,3.1787092685699463,58.940486907958984
34,1.8168979794547773,2.9974474906921387,53.822959899902344
35,1.7323607112406096,2.7760884761810303,42.3287353515625
36,1.7944507691492384,2.9911558628082275,63.250091552734375
37,1.7824796987294358,2.801771402359009,41.58278274536133
38,1.7360865216408665,2.599545478820801,38.81516647338867
39,1.7062605379953502,2.7286200523376465,45.21794891357422
40,1.6657585507624686,2.67120361328125,55.1259765625
41,1.7314515640415442,2.650564432144165,45.66790771484375
42,1.6276422753582784,2.366776704788208,30.19196319580078
43,1.6321675683496795,2.430511474609375,29.711923599243164
44,1.647005944352568,2.491429090499878,30.00868797302246
45,1.6420934221456107,2.728621006011963,69.48876953125
46,1.5763916985176247,2.2509381771087646,26.939971923828125
47,1.6002706695476197,2.2885327339172363,28.491403579711914
48,1.6113875823862411,2.403834581375122,38.84123992919922
49,1.545979300958335,2.134819507598877,23.714828491210938
50,1.553562642731492,2.1183547973632812,23.33790397644043
51,1.5847594190252476,2.2137746810913086,26.972522735595703
52,1.5147955396463815,2.0471713542938232,21.048484802246094
53,1.5073941346675521,2.20591139793396,30.322246551513672
54,1.5951693445675645,2.133713960647583,21.188261032104492
55,1.4600080264924502,2.2227752208709717,42.71668243408203
56,1.4829749107096224,2.059427261352539,24.28325080871582
57,1.5129460177066985,2.027243137359619,22.341745376586914
58,1.4311110401788643,1.9411853551864624,19.108041763305664
59,1.4425124541239256,1.9275176525115967,20.157562255859375
60,1.4462273885618966,1.920930027961731,19.075082778930664
61,1.4766708776503636,2.0620694160461426,24.496675491333008
62,1.4324909514777535,1.7735686302185059,17.458663940429688
63,1.3756439930590885,1.9274166822433472,23.656879425048828
64,1.423012631317884,1.798828125,14.993907928466797
65,1.4289875484333185,1.8446131944656372,20.10972023010254
66,1.4183395452689913,1.7479426860809326,13.93958568572998
67,1.349898703421128,1.704159140586853,16.43024444580078
68,1.3648488777591439,1.6849842071533203,13.504107475280762
69,1.3738656945022176,1.709659218788147,12.547046661376953
70,1.3464580824584198,1.7272119522094727,16.797609329223633
71,1.3644609440709325,1.7088135480880737,14.113103866577148
72,1.2771006399201235,1.6098394393920898,13.319388389587402
73,1.332726493395129,1.6398049592971802,12.160284996032715
74,1.269316457484856,1.5737043619155884,12.137670516967773
75,1.368777036137639,1.6306889057159424,14.578492164611816
76,1.2401881307925817,1.5152080059051514,10.730504989624023
77,1.2937573729688663,1.5721067190170288,14.151845932006836
78,1.243024896305224,1.557605266571045,12.846698760986328
79,1.2936421575874388,1.63407301902771,13.32418441772461
80,1.2479174135792401,1.5474002361297607,12.215521812438965
81,1.27086888943343,1.57938814163208,13.490185737609863
82,1.2957062842975577,1.596492886543274,11.712491035461426
83,1.1989005086953843,1.423854947090149,9.319305419921875
84,1.1621656519723653,1.4854646921157837,14.715547561645508
85,1.3999779196611122,1.5344994068145752,10.995627403259277
86,1.0863856769163787,1.415327787399292,11.64570140838623
87,1.1842471865252835,1.4284260272979736,11.531661987304688
88,1.187808688022982,1.4484901428222656,12.866377830505371
89,1.1590696188241871,1.3670114278793335,9.113043785095215
90,1.2393826401723211,1.4706975221633911,13.302144050598145
91,1.1083152540912904,1.3010141849517822,7.263744831085205
92,1.1802053692338206,1.3422771692276,7.835953235626221
93,1.1465164329050384,1.330849528312683,10.560593605041504
94,1.164268856969446,1.3630778789520264,7.952763080596924
95,1.1046233032969603,1.280060052871704,7.202180862426758
96,1.2506851775532426,1.4237136840820312,9.175482749938965
97,1.0708246702756257,1.3172107934951782,9.544157028198242
98,1.199504694517921,1.3860422372817993,10.856115341186523
99,1.0845648128369805,1.2772486209869385,7.9577226638793945
100,1.1096270911966126,1.2460252046585083,7.122003078460693
101,1.069080627851031,1.2579656839370728,8.455315589904785
102,1.1538895496253037,1.3536664247512817,9.108348846435547
103,0.9894685168377435,1.2394275665283203,8.104609489440918
104,1.071321436620579,1.2309260368347168,6.720907211303711
105,1.0451928497551548,1.1855806112289429,6.429927349090576
106,1.0499617350882087,1.2642842531204224,7.636116027832031
107,1.0482028155162781,1.174328088760376,5.625741481781006
108,1.0912588865193358,1.3013361692428589,9.074233055114746
109,1.0604206735100783,1.2804265022277832,9.599444389343262
110,1.0394987501658821,1.1493327617645264,5.554298400878906
111,1.036772750723243,1.235400915145874,10.905962944030762
112,1.035311121654828,1.1734343767166138,6.037997722625732
113,1.009314110223514,1.1563347578048706,6.55431604385376
114,0.9470359164390395,1.1619553565979004,7.934908390045166
115,1.009875491641867,1.1231553554534912,5.7024078369140625
116,1.0578810765131994,1.2862052917480469,8.649280548095703
117,1.0160996865121426,1.1550862789154053,6.18612003326416
118,1.019434685513923,1.1864341497421265,7.580755710601807
119,0.963146132184451,1.142311453819275,7.116751194000244
120,0.9659936504808567,1.165827751159668,10.17135238647461
121,1.0547532720385857,1.1794655323028564,7.543108940124512
122,0.8955748531053651,1.0574219226837158,5.478721618652344
123,0.9935340944193841,1.1502158641815186,6.3177032470703125
124,0.9277318056495023,1.065003752708435,4.891862392425537
125,0.9850052939138719,1.172576665878296,7.239449501037598
126,0.9910272727663588,1.170436978340149,6.8650031089782715
127,0.9053433421713928,1.0876983404159546,6.647196292877197
128,0.9997208646346674,1.1132289171218872,6.580049991607666
129,0.97580134769391,1.1018792390823364,4.765571117401123
130,0.925226882546644,1.0436742305755615,4.966987133026123
131,0.9099455234345533,1.0560073852539062,5.810165882110596
132,0.879659786936181,1.0548908710479736,6.067252159118652
133,0.9859415010924345,1.0496660470962524,5.58096170425415
134,0.8176617322698417,0.9570906758308411,3.975557327270508
135,0.9416728785776272,1.0815019607543945,5.441061973571777
136,0.9054150771883034,1.0776745080947876,7.105204105377197
137,0.9197379662247,1.04440438747406,5.492719650268555
138,0.9087095666804933,1.0262904167175293,4.843355655670166
139,0.8693854279576343,1.0586793422698975,5.842123508453369
140,0.8104486394669451,1.0021945238113403,5.385501384735107
141,0.8938017368118188,1.0459955930709839,5.245312213897705
142,0.8682054070203868,0.9530820250511169,4.407786846160889
143,1.1664227775146112,0.9911457896232605,4.585684299468994
144,0.7748633695892435,0.9071362614631653,3.752246379852295
145,0.7743157967346225,0.9685096144676208,5.436409950256348
146,0.8746644351776115,0.9707669615745544,4.029757976531982
147,0.8495523485041881,1.003981590270996,5.575202465057373
148,0.8394225098184422,0.9976184964179993,4.941339015960693
149,0.887780488662,0.9574951529502869,4.055105209350586
150,0.7507068228708388,0.9281442165374756,4.164677619934082
151,0.869394055184196,1.0063523054122925,5.586797714233398
152,0.8924516217822372,0.9445943832397461,4.317477703094482
153,0.865485098002092,0.9617457389831543,4.369645118713379
154,0.7621180394645801,0.8729122281074524,3.5285332202911377
155,0.8235651920161952,0.9734061360359192,5.8065643310546875
156,0.8159923694043789,0.9114807844161987,3.9248852729797363
157,0.7944219558934922,0.9037045836448669,4.031903266906738
158,0.8238885062648507,0.9688879251480103,5.193602561950684
159,0.7400222523230956,0.9108997583389282,5.4206132888793945
160,0.8284196145791193,0.9522234797477722,4.211084365844727
161,0.7383904486861531,0.9422816634178162,5.38101053237915
162,0.8229891219559837,0.9093319177627563,4.067072868347168
163,0.7615586822226098,0.9249300360679626,5.118156433105469
164,0.7367919942779626,0.9191562533378601,4.569060325622559
165,0.7463347241034386,0.9181927442550659,4.275423049926758
166,0.7904171206710341,0.9195737242698669,4.155312538146973
167,0.7892501841110077,0.8797673583030701,3.772270917892456
168,0.6586186062879489,0.7970139384269714,2.6184940338134766
169,0.721328376532924,0.8992477655410767,4.4091925621032715
170,0.6947391850834549,0.8480126857757568,3.67680025100708
171,0.7575839679857734,0.8609013557434082,3.730955123901367
172,0.6883443138840196,0.8783233761787415,3.884093999862671
173,0.7015914135218725,0.8508636355400085,3.6380319595336914
174,0.7024929591937282,0.8583901524543762,4.129136085510254
175,0.6693594090239487,0.792363166809082,2.6642813682556152
176,0.7101332470526573,0.8236583471298218,4.163137912750244
177,0.6815834433071886,0.8382608294487,3.0698726177215576
178,0.6978407785312979,0.8611935377120972,3.8094253540039062
179,0.6785530805190845,0.8317136168479919,2.773881435394287
180,0.7179125064609782,0.8331319689750671,3.5882108211517334
181,0.7094218510468713,0.797375500202179,3.252962827682495
182,0.6511802830786075,0.8064364790916443,3.298147439956665
183,0.8555374491492599,0.9389251470565796,5.1766743659973145
184,0.5885033250251965,0.8008071184158325,3.375438928604126
185,0.6500506015219514,0.7979252934455872,3.3842244148254395
186,0.697995927445301,0.8138155937194824,3.8535494804382324
187,0.6221722103779377,0.8435298204421997,5.353421688079834
188,0.7113619975323947,0.8206485509872437,3.5602664947509766
189,0.61066767682924,0.829159677028656,4.474416732788086
190,0.6430285503544103,0.8080589175224304,3.0840749740600586
191,0.667168227949497,0.7932304739952087,3.636260986328125
192,0.6317246123635676,0.7990644574165344,3.419008255004883
193,0.674147060821112,0.82016521692276,3.490440845489502
194,0.572454839117916,0.7416366338729858,2.689260959625244
195,0.6354155945989586,0.7926312685012817,3.2676024436950684
196,0.5638196567914859,0.7646739482879639,3.537890911102295
197,0.5794516903049541,0.7856053113937378,3.4420313835144043
198,0.6910911964440716,0.7851939797401428,3.3718976974487305
199,0.529141429261812,0.8010685443878174,4.6824822425842285
