,2014/15,2014/16,2014/17,2014/18
MAE,2.545075611487252,2.6454387273742386,4.104957408288943,3.4651100256101817
RMSE,3.9793390310294687,4.05773019824398,4.8903375317790045,6.118928077347263
R,0.8697291342975166,0.8863872024357968,0.9086115393795404,0.9563293044273417
