,2014/15,2015/16,2016/17,2017/18
MAE,1.6127340801352468,1.8034252535041368,1.3021965625965957,3.425169091272985
RMSE,2.4002367772018762,3.0195471174164337,2.0263847559545067,6.3432324244527525
R,0.9483561523059759,0.9003581344499824,0.9413403601861294,0.9656833887571112
Lag,-1.0,-50.0,-19.0,12.0
